date,age,Inf,Pneum,A20_B99_excl_bac,A16_A19,A16,A17,A18,A19,A20_A48,A39,A50_A79,A80_B34,B05_B06,B20_B24,B35_B49,B45,B50_B89,B99,C00_D49,D50_D89,A20_B99_a_D50_D89,E00_E89,E10_E14,E40_E46,F01_F99,G05_G99,H00_H99_excl_cj_om,I00_I99,I60_I64,J00_J99_excl_PI_bron,J20_J22,K00_K95,K35,K80,L00_L99,M00_M99,N00_N99,N39,O00_O99,P00_P15,P05_P07,Q00_Q99,R00_R99,R00_R09,R10_R19,R20_R39,R40_R49,R50_R69,R70_R94,R95_R99,S00_T88,V01_Y99,denom
1999-01-01,Less than one month,0,63,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,6,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,321,269,48,18,3,0,0,0,3,0,12,3,7,81220
1999-02-01,Less than one month,0,55,12,0,0,0,0,0,1,0,5,2,0,3,0,0,0,1,0,4,16,5,4,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,338,275,29,27,6,0,0,0,1,0,20,4,11,81220
1999-03-01,Less than one month,0,68,7,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,1,3,10,4,2,2,0,2,0,1,0,3,0,0,0,0,0,0,4,0,0,436,348,49,22,4,0,1,0,5,0,12,13,18,81220
1999-04-01,Less than one month,0,59,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,5,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,296,246,41,10,1,1,0,0,2,0,6,3,3,81220
1999-05-01,Less than one month,0,71,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,303,241,40,11,4,0,0,0,1,0,6,8,11,81220
1999-06-01,Less than one month,0,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0,0,3,0,1,0,0,0,1,0,0,0,0,2,0,0,304,248,37,14,0,0,1,0,1,1,11,2,7,81220
1999-07-01,Less than one month,0,50,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,6,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,280,230,44,11,2,0,0,0,2,1,6,4,7,81220
1999-08-01,Less than one month,0,45,8,0,0,0,0,0,0,0,3,2,0,2,0,0,1,0,0,5,13,3,1,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,265,214,34,22,5,0,0,0,2,0,16,8,11,81220
1999-09-01,Less than one month,0,44,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,169,32,10,2,0,0,0,1,0,7,4,11,81220
1999-10-01,Less than one month,0,41,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,283,240,30,13,1,0,0,0,2,0,10,5,7,81220
1999-11-01,Less than one month,0,52,7,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,1,8,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,276,237,46,18,4,1,0,0,1,0,12,4,7,81220
1999-12-01,Less than one month,0,40,5,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,3,8,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,307,263,52,18,1,0,0,0,1,0,16,8,12,81220
2000-01-01,Less than one month,0,44,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,1,7,3,1,1,0,1,0,1,0,2,0,0,0,0,1,0,2,0,0,318,266,32,17,6,0,0,0,2,1,8,2,4,82411
2000-02-01,Less than one month,0,51,10,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,2,4,14,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,278,236,39,5,2,0,0,0,2,0,2,4,7,82411
2000-03-01,Less than one month,0,65,10,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,2,1,11,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,289,242,37,19,3,0,0,0,2,0,15,4,5,82411
2000-04-01,Less than one month,0,45,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,6,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,256,224,40,6,0,0,0,0,0,0,6,1,4,82411
2000-05-01,Less than one month,0,62,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,7,3,2,1,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,325,282,54,12,3,0,0,0,1,1,7,3,8,82411
2000-06-01,Less than one month,0,79,10,0,0,0,0,0,0,0,2,4,0,3,1,1,0,0,0,5,15,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,1,0,324,273,37,9,1,0,0,0,1,0,7,4,7,82411
2000-07-01,Less than one month,0,77,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,291,247,45,16,2,0,1,0,1,2,10,2,8,82411
2000-08-01,Less than one month,0,63,7,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,8,3,2,1,0,1,0,2,0,2,1,1,0,0,1,0,2,0,0,317,258,40,12,3,0,0,0,1,0,8,8,12,82411
2000-09-01,Less than one month,0,47,6,0,0,0,0,0,0,0,3,2,0,1,0,0,1,0,2,3,9,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,270,226,36,18,1,0,0,0,5,0,12,7,10,82411
2000-10-01,Less than one month,0,46,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,326,269,53,13,0,0,0,0,3,0,10,5,6,82411
2000-11-01,Less than one month,0,40,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,292,244,34,14,4,0,0,0,3,0,7,4,8,82411
2000-12-01,Less than one month,0,39,9,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,1,1,10,2,2,0,0,0,0,3,0,1,0,2,0,0,0,0,1,0,0,306,264,57,14,4,1,0,0,3,0,6,4,6,82411
2001-01-01,Less than one month,0,30,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,5,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,239,210,37,8,0,0,0,0,4,1,3,3,4,83988
2001-02-01,Less than one month,0,36,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,222,199,27,5,0,0,0,0,0,1,4,2,3,83988
2001-03-01,Less than one month,0,44,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,244,227,38,6,0,0,0,0,3,0,3,3,5,83988
2001-04-01,Less than one month,0,38,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,5,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,258,236,34,10,0,0,0,0,1,0,9,1,2,83988
2001-05-01,Less than one month,0,57,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,5,3,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,257,222,32,12,0,0,0,0,3,0,9,6,8,83988
2001-06-01,Less than one month,0,45,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,3,7,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,185,163,22,14,1,0,0,0,3,1,9,2,2,83988
2001-07-01,Less than one month,0,74,6,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,3,9,2,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,222,200,37,12,2,0,0,0,2,0,8,7,10,83988
2001-08-01,Less than one month,0,57,5,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,4,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,278,248,33,6,0,0,0,0,3,1,2,8,9,83988
2001-09-01,Less than one month,0,57,8,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,3,11,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,268,226,49,8,0,0,0,0,4,0,4,5,8,83988
2001-10-01,Less than one month,0,65,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,5,4,4,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,302,254,41,8,1,0,0,0,1,0,6,1,2,83988
2001-11-01,Less than one month,0,50,9,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,2,3,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,298,262,41,10,0,0,0,0,1,0,9,5,6,83988
2001-12-01,Less than one month,0,59,4,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,2,6,2,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,306,276,35,7,0,0,0,0,2,0,5,1,2,83988
2002-01-01,Less than one month,0,47,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,4,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,326,272,55,13,1,0,0,0,2,0,10,5,8,81159
2002-02-01,Less than one month,0,33,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,5,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,274,231,37,13,0,1,0,0,3,0,9,3,8,81159
2002-03-01,Less than one month,0,60,6,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,2,8,4,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,336,282,56,9,2,0,0,0,2,0,5,9,12,81159
2002-04-01,Less than one month,0,55,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,7,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,338,297,53,7,1,0,0,0,1,1,4,7,10,81159
2002-05-01,Less than one month,0,65,7,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,1,0,7,3,3,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,348,293,61,10,2,0,0,0,2,0,6,6,8,81159
2002-06-01,Less than one month,0,58,6,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,2,1,7,2,2,0,1,1,0,3,0,2,0,0,0,0,1,0,1,0,0,351,287,49,18,2,0,0,0,4,2,10,11,12,81159
2002-07-01,Less than one month,0,66,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4,2,1,1,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,303,263,45,18,3,0,0,0,6,0,9,10,13,81159
2002-08-01,Less than one month,0,68,5,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,305,259,46,23,2,0,1,0,8,1,12,4,7,81159
2002-09-01,Less than one month,0,68,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,6,3,2,0,0,2,0,3,0,2,2,0,0,0,0,0,0,0,0,269,223,43,10,2,0,0,0,1,0,7,7,9,81159
2002-10-01,Less than one month,0,52,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,6,10,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,343,287,52,12,1,0,0,0,1,0,10,3,8,81159
2002-11-01,Less than one month,0,64,7,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,4,11,3,2,1,0,0,0,1,0,0,0,1,0,0,0,1,5,1,0,330,277,40,16,6,0,0,0,3,2,6,6,7,81159
2002-12-01,Less than one month,0,71,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,2,2,0,0,1,1,2,0,1,0,1,0,0,1,1,1,0,0,376,326,50,14,1,0,0,0,1,1,11,8,9,81159
2003-01-01,Less than one month,0,72,5,1,1,0,0,0,1,0,0,1,0,2,1,1,0,0,1,1,6,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,366,315,45,15,5,0,0,0,2,1,7,7,9,82486
2003-02-01,Less than one month,0,46,10,0,0,0,0,0,1,0,2,5,0,1,0,0,2,0,0,3,12,4,3,1,1,0,0,2,0,0,0,0,0,0,0,0,3,1,0,326,270,50,14,4,0,0,0,3,0,7,6,11,82486
2003-03-01,Less than one month,0,74,14,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,2,1,15,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,405,336,61,25,2,0,1,0,2,1,19,6,9,82486
2003-04-01,Less than one month,0,63,9,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,9,4,3,0,0,0,0,2,0,0,1,2,0,0,0,0,4,0,0,333,273,59,12,4,0,0,0,1,1,6,7,11,82486
2003-05-01,Less than one month,0,68,8,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,1,7,15,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,375,327,68,24,4,1,1,0,6,0,12,6,9,82486
2003-06-01,Less than one month,0,64,9,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,9,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,386,335,36,13,2,0,1,0,0,1,9,6,11,82486
2003-07-01,Less than one month,0,64,7,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,4,10,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,375,314,58,11,2,0,1,0,2,0,6,6,10,82486
2003-08-01,Less than one month,0,50,7,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,1,7,4,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,338,285,51,20,4,0,1,0,6,0,9,9,13,82486
2003-09-01,Less than one month,0,66,4,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,2,6,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,314,264,42,13,2,0,0,0,3,0,8,7,9,82486
2003-10-01,Less than one month,0,57,9,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,4,13,4,3,0,0,0,0,4,0,1,1,0,0,0,0,0,3,0,0,343,296,49,20,2,0,0,0,6,0,12,3,5,82486
2003-11-01,Less than one month,0,66,6,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,2,0,6,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,343,294,55,14,3,0,0,0,3,0,8,4,6,82486
2003-12-01,Less than one month,0,75,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,7,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,360,315,53,8,1,0,0,0,1,1,5,3,6,82486
2004-01-01,Less than one month,0,62,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,3,2,8,2,1,1,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,369,318,45,14,0,2,0,0,3,1,8,4,10,84083
2004-02-01,Less than one month,0,51,4,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,6,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,336,298,45,7,3,0,0,0,0,0,4,5,6,84083
2004-03-01,Less than one month,0,59,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,7,4,3,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,355,317,48,14,2,1,1,0,3,1,6,5,5,84083
2004-04-01,Less than one month,0,45,9,0,0,0,0,0,0,0,1,6,0,0,1,1,1,0,0,4,13,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,353,317,46,7,0,0,0,0,0,0,7,7,12,84083
2004-05-01,Less than one month,0,71,6,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,5,11,2,2,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,405,372,60,12,0,0,1,0,1,1,9,14,18,84083
2004-06-01,Less than one month,0,74,8,0,0,0,0,0,0,0,2,3,0,2,1,1,0,0,1,7,15,2,2,0,0,1,1,1,0,2,1,0,0,0,0,1,2,0,0,378,342,58,11,0,0,0,0,3,1,8,6,8,84083
2004-07-01,Less than one month,0,72,7,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,1,4,11,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,355,324,45,7,0,1,0,0,1,1,4,10,16,84083
2004-08-01,Less than one month,0,62,9,1,1,0,0,0,0,0,3,3,0,2,0,0,1,0,0,6,15,2,1,1,0,0,0,5,0,1,0,0,0,0,0,0,2,0,0,339,302,39,14,0,0,0,0,4,0,10,8,11,84083
2004-09-01,Less than one month,0,60,6,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6,5,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,301,262,46,8,0,0,0,0,1,0,7,12,16,84083
2004-10-01,Less than one month,0,48,4,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,5,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,318,272,39,10,0,0,1,0,0,0,9,5,9,84083
2004-11-01,Less than one month,0,71,5,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,6,3,2,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,383,344,45,13,0,0,0,0,5,1,7,4,6,84083
2004-12-01,Less than one month,0,63,6,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,2,2,8,4,2,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,0,415,386,55,11,1,0,0,0,1,0,9,6,7,84083
2005-01-01,Less than one month,0,59,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,7,4,3,0,0,1,0,2,0,1,1,0,0,0,0,0,2,0,0,425,380,42,13,1,0,1,0,2,1,9,7,9,86624
2005-02-01,Less than one month,0,57,8,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,1,5,13,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,348,310,62,9,0,0,0,0,2,0,7,4,7,86624
2005-03-01,Less than one month,0,66,7,0,0,0,0,0,1,0,1,2,0,3,0,0,0,0,1,1,8,4,3,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,399,367,58,7,0,0,0,0,1,0,6,4,8,86624
2005-04-01,Less than one month,0,55,6,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,4,10,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,383,343,51,10,0,0,0,0,6,0,4,3,5,86624
2005-05-01,Less than one month,0,67,11,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,1,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,416,369,49,5,0,0,0,0,2,1,2,7,8,86624
2005-06-01,Less than one month,0,68,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,3,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,394,356,55,9,0,0,1,0,1,0,7,0,3,86624
2005-07-01,Less than one month,0,56,14,0,0,0,0,0,0,0,1,7,0,5,0,0,0,0,0,3,17,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,394,347,49,10,0,0,0,0,0,1,9,7,8,86624
2005-08-01,Less than one month,0,54,6,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,2,8,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,378,342,42,10,0,0,0,0,7,0,3,7,8,86624
2005-09-01,Less than one month,0,58,8,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,4,12,4,2,1,0,0,0,1,0,2,0,1,0,0,0,0,3,0,0,346,311,48,10,0,0,1,0,0,0,9,4,5,86624
2005-10-01,Less than one month,0,49,12,0,0,0,0,0,0,0,4,7,0,1,0,0,0,0,0,4,16,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,368,337,39,14,0,1,1,0,2,1,9,6,16,86624
2005-11-01,Less than one month,0,50,6,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,6,5,1,4,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,366,341,47,6,0,0,0,0,0,0,6,5,6,86624
2005-12-01,Less than one month,0,41,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,6,9,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,397,363,51,11,0,0,0,0,2,0,9,6,8,86624
2006-01-01,Less than one month,0,45,9,0,0,0,0,0,0,0,2,4,0,2,0,0,1,0,0,4,13,2,0,2,0,2,0,2,0,2,0,1,0,0,0,0,1,0,0,389,355,42,13,0,0,1,0,6,0,6,5,7,89811
2006-02-01,Less than one month,0,44,9,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,1,2,11,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,413,370,46,12,1,0,0,0,1,0,11,5,10,89811
2006-03-01,Less than one month,0,48,5,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5,1,1,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,443,388,71,10,0,0,0,0,1,0,9,4,6,89811
2006-04-01,Less than one month,0,42,10,1,1,1,0,0,0,0,0,8,0,2,0,0,0,0,2,2,12,6,3,2,0,0,0,2,0,1,4,1,0,0,0,0,2,0,0,436,395,45,11,0,0,0,0,1,1,9,5,6,89811
2006-05-01,Less than one month,0,52,10,0,0,0,0,0,1,0,1,3,0,5,0,0,0,0,1,7,16,4,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,414,383,60,23,0,0,0,0,4,2,17,3,5,89811
2006-06-01,Less than one month,0,78,11,0,0,0,0,0,1,0,3,4,0,3,0,0,0,0,0,1,12,4,1,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,402,369,57,17,0,0,0,0,2,0,15,4,8,89811
2006-07-01,Less than one month,0,61,11,0,0,0,0,0,0,0,4,5,0,1,0,0,0,0,1,3,14,4,3,1,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,429,386,62,15,0,0,0,0,6,0,9,5,6,89811
2006-08-01,Less than one month,0,56,6,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,1,7,1,1,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,419,376,61,19,0,0,0,0,6,1,12,7,12,89811
2006-09-01,Less than one month,0,56,13,0,0,0,0,0,1,0,4,7,0,1,0,0,0,0,1,2,15,2,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,369,315,63,16,0,0,0,0,3,2,12,8,9,89811
2006-10-01,Less than one month,0,53,7,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,443,402,54,19,0,0,0,0,2,1,16,5,8,89811
2006-11-01,Less than one month,0,54,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,8,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,447,413,49,13,0,0,0,0,2,1,10,8,12,89811
2006-12-01,Less than one month,0,64,6,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,6,11,3,1,1,0,0,0,2,0,2,2,2,0,0,0,0,1,0,0,423,379,66,16,0,0,0,0,1,0,15,5,8,89811
2007-01-01,Less than one month,0,48,9,0,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,461,407,62,14,0,0,0,0,3,1,10,10,13,94351
2007-02-01,Less than one month,0,53,10,0,0,0,0,0,1,0,1,7,0,1,0,0,0,0,1,3,13,2,1,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,407,362,62,14,0,0,0,0,1,1,12,8,11,94351
2007-03-01,Less than one month,0,65,8,0,0,0,0,0,1,0,0,7,0,0,1,1,0,0,0,2,9,4,3,0,0,0,0,2,0,4,2,0,0,0,0,0,2,0,0,453,402,81,16,2,0,0,0,2,1,11,11,16,94351
2007-04-01,Less than one month,0,45,10,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,2,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,426,386,58,10,0,0,0,0,2,2,6,6,8,94351
2007-05-01,Less than one month,0,60,9,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,9,3,2,1,0,0,0,1,0,1,2,0,0,0,0,0,2,0,0,425,389,68,11,0,0,0,0,5,1,5,3,7,94351
2007-06-01,Less than one month,0,68,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,358,319,54,15,0,0,0,0,3,0,12,4,11,94351
2007-07-01,Less than one month,0,64,7,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,4,10,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,394,353,65,12,0,0,0,0,6,0,6,6,8,94351
2007-08-01,Less than one month,0,52,4,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,369,322,69,14,0,0,0,0,2,0,12,6,8,94351
2007-09-01,Less than one month,0,41,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,8,1,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,324,289,60,10,0,0,0,0,1,2,8,5,6,94351
2007-10-01,Less than one month,0,66,10,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,3,13,5,3,2,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,453,405,45,13,0,0,0,0,3,0,10,4,11,94351
2007-11-01,Less than one month,0,55,5,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,5,10,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,436,381,53,13,1,0,0,0,3,1,8,1,5,94351
2007-12-01,Less than one month,0,36,6,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,2,8,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,444,398,62,11,0,0,0,0,3,0,8,6,12,94351
2008-01-01,Less than one month,0,57,8,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,3,11,4,2,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,451,403,60,15,1,0,0,0,1,4,10,9,12,98695
2008-02-01,Less than one month,0,51,9,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,2,10,6,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,384,348,63,8,0,0,0,0,0,1,7,7,8,98695
2008-03-01,Less than one month,0,56,11,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,1,2,13,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,422,374,61,12,0,0,1,0,2,3,6,5,7,98695
2008-04-01,Less than one month,0,49,11,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,12,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,402,358,65,8,0,0,2,0,0,0,6,5,11,98695
2008-05-01,Less than one month,0,57,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,6,3,3,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,408,361,63,9,0,0,0,0,2,1,6,2,4,98695
2008-06-01,Less than one month,0,47,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,389,352,54,11,0,0,0,0,3,1,7,9,10,98695
