date,age,Inf,Pneum,A20_B99_excl_bac,A16_A19,A16,A17,A18,A19,A20_A48,A39,A50_A79,A80_B34,B05_B06,B20_B24,B35_B49,B45,B50_B89,B99,C00_D49,D50_D89,A20_B99_a_D50_D89,E00_E89,E10_E14,E40_E46,F01_F99,G05_G99,H00_H99_excl_cj_om,I00_I99,I60_I64,J00_J99_excl_PI_bron,J20_J22,K00_K95,K35,K80,L00_L99,M00_M99,N00_N99,N39,O00_O99,P00_P15,P05_P07,Q00_Q99,R00_R99,R00_R09,R10_R19,R20_R39,R40_R49,R50_R69,R70_R94,R95_R99,S00_T88,V01_Y99,denom
2000-10-01,19-39 years,8,1734,1247,2102,2052,93,117,107,216,4,5,345,0,481,149,107,139,20,254,809,1908,462,172,45,63,221,2,914,196,530,97,446,4,1,52,16,147,4,58,0,0,9,1600,178,80,6,21,331,9,1064,1739,2114,15442458
2000-11-01,19-39 years,9,1577,1227,2112,2068,89,101,91,249,2,3,312,0,464,133,107,142,21,262,919,1980,451,185,41,43,235,1,917,204,539,110,474,3,0,46,30,174,5,54,0,0,11,1578,205,88,9,18,303,9,1057,1728,2075,15442458
2000-12-01,19-39 years,6,1593,1236,2184,2143,82,121,119,232,4,3,324,0,457,125,96,156,19,235,873,1939,490,148,56,43,228,3,879,168,541,90,485,5,1,37,27,174,6,71,0,0,13,1809,175,109,10,12,320,6,1274,2373,2886,15442458
2001-01-01,19-39 years,6,1620,1344,2384,2337,125,125,95,265,2,9,379,0,440,158,128,182,26,258,911,2084,484,145,51,45,209,1,891,185,590,103,539,3,1,63,28,201,5,65,0,0,12,1517,167,85,5,12,267,6,1117,1627,2017,15250170
2001-02-01,19-39 years,7,1282,1014,1877,1842,77,109,86,177,2,4,303,0,342,128,102,118,24,233,719,1616,381,117,30,32,207,5,740,143,482,86,406,4,0,34,21,145,9,55,0,0,4,1358,142,68,6,12,251,4,1009,1459,1790,15250170
2001-03-01,19-39 years,8,1528,1200,2234,2190,122,112,83,225,5,3,385,1,377,130,101,155,25,209,862,1881,422,130,47,48,188,0,831,165,562,96,525,4,1,41,27,169,5,68,0,0,7,1524,164,112,5,4,252,7,1162,1752,2182,15250170
2001-04-01,19-39 years,7,1623,1166,2023,1973,115,105,88,219,2,3,351,0,369,139,108,157,34,238,786,1776,374,106,47,34,204,2,783,141,524,91,470,6,0,38,41,176,12,63,0,0,14,1548,169,76,7,8,255,1,1118,1698,2200,15250170
2001-05-01,19-39 years,11,1851,1277,2406,2355,118,127,101,238,3,5,399,0,378,160,124,189,23,226,904,2004,446,159,29,46,225,6,843,164,653,122,504,1,0,43,26,193,5,76,0,0,10,1734,186,102,6,13,277,11,1247,1553,1968,15250170
2001-06-01,19-39 years,9,1907,1251,2337,2287,99,135,106,236,2,7,394,0,384,141,109,175,24,243,891,1965,440,142,44,43,239,4,934,169,579,115,521,4,0,55,43,181,11,57,0,0,15,1811,181,100,7,9,318,6,1307,1685,2168,15250170
2001-07-01,19-39 years,25,2019,1316,2534,2480,96,137,106,248,6,6,404,1,397,186,147,155,29,238,911,2043,506,160,59,49,239,5,909,154,613,126,546,0,1,52,28,179,10,74,0,0,8,1857,175,82,3,15,274,7,1406,1664,2071,15250170
2001-08-01,19-39 years,21,2153,1312,2642,2602,108,144,117,251,5,7,410,1,376,195,143,174,20,238,915,2039,486,174,42,35,236,6,908,161,641,132,469,3,0,55,41,179,9,73,0,0,3,1795,177,82,8,14,313,7,1336,1674,2046,15250170
2001-09-01,19-39 years,9,1960,1287,2546,2508,108,162,125,274,5,6,362,0,402,179,138,159,16,212,984,2095,463,163,56,51,197,3,841,163,604,139,457,2,0,47,28,196,10,68,0,0,6,1736,185,79,2,4,300,3,1331,1784,2243,15250170
2001-10-01,19-39 years,8,1911,1398,2635,2587,119,150,121,249,2,6,458,0,419,169,124,197,17,250,963,2168,434,135,42,42,240,8,852,161,621,107,535,4,1,39,34,188,4,72,0,0,12,1741,183,104,6,16,294,6,1313,1684,2083,15250170
2001-11-01,19-39 years,10,1964,1391,2788,2729,126,166,131,286,4,6,385,1,423,176,131,220,18,270,1069,2239,456,148,38,33,208,3,905,161,623,128,565,1,0,53,29,217,10,54,0,0,16,1759,149,92,6,13,319,6,1327,1898,2324,15250170
2001-12-01,19-39 years,5,2011,1493,2769,2721,125,177,127,310,2,9,388,0,447,210,165,232,28,230,1092,2353,592,189,58,46,256,6,990,204,691,139,618,3,0,53,43,200,11,75,0,0,12,2063,212,124,6,11,334,5,1575,2395,3022,15250170
2002-01-01,19-39 years,4,2038,1610,2835,2774,108,157,133,312,0,13,467,0,444,207,148,263,39,231,1112,2463,604,184,65,53,238,4,961,184,681,126,654,1,0,58,34,200,12,65,0,0,18,1952,212,118,11,20,369,7,1399,1626,2040,15490794
2002-02-01,19-39 years,5,1665,1423,2504,2447,123,129,99,275,1,3,425,0,369,214,154,213,17,254,930,2170,492,134,45,61,202,3,813,177,646,120,551,5,1,54,36,176,7,68,0,0,10,1744,173,112,4,9,351,6,1274,1496,1878,15490794
2002-03-01,19-39 years,6,1818,1581,2731,2678,127,136,111,320,3,8,478,0,464,195,143,229,23,274,1092,2409,565,159,52,62,236,4,879,187,616,102,611,4,1,63,36,197,6,62,0,0,10,1937,206,136,5,17,400,5,1340,1941,2368,15490794
2002-04-01,19-39 years,3,1915,1467,2700,2650,112,145,126,260,6,8,404,0,478,207,149,196,22,241,1078,2329,527,158,52,59,231,5,907,198,663,148,588,2,0,64,34,179,9,63,0,0,17,1812,189,102,9,16,352,2,1243,1679,1988,15490794
2002-05-01,19-39 years,14,2159,1618,2924,2875,147,147,123,296,2,7,523,0,483,212,160,230,21,279,1089,2503,568,155,64,56,248,5,956,203,745,137,584,1,0,68,37,174,10,72,0,0,7,2133,224,114,10,13,410,6,1497,1793,2142,15490794
2002-06-01,19-39 years,18,2310,1526,2916,2864,139,170,141,276,3,3,465,0,437,209,149,224,21,240,1068,2370,608,207,61,63,266,12,990,248,736,183,550,0,0,54,41,196,8,64,0,0,10,2210,223,127,13,10,417,7,1552,1797,2223,15490794
2002-07-01,19-39 years,13,2605,1649,3196,3148,137,174,149,309,7,8,517,0,474,223,167,226,31,252,1138,2545,663,205,69,59,229,7,1055,222,750,202,551,2,0,68,36,185,15,81,0,0,11,2304,241,133,9,27,407,5,1615,1847,2139,15490794
2002-08-01,19-39 years,13,2566,1607,3098,3036,119,164,137,289,6,6,481,0,472,235,167,224,20,267,1153,2533,603,182,49,59,257,5,1037,230,748,160,514,1,0,58,34,209,10,65,0,0,10,2113,229,114,11,23,392,8,1455,1986,2307,15490794
2002-09-01,19-39 years,13,2437,1650,3124,3081,125,184,156,285,4,6,522,1,521,196,139,226,22,253,1089,2529,609,202,56,46,239,7,1059,231,755,179,556,4,2,64,34,175,6,58,0,0,9,2096,235,109,6,12,398,4,1488,1862,2341,15490794
2002-10-01,19-39 years,12,2445,1707,3218,3156,144,190,155,301,5,7,536,0,528,221,164,230,25,267,1106,2571,617,209,60,39,237,10,1001,220,747,195,623,0,1,62,31,205,12,63,0,0,10,2228,234,115,7,17,430,6,1547,1937,2315,15490794
2002-11-01,19-39 years,7,2421,1672,3188,3135,150,211,170,290,4,7,540,0,503,214,156,212,25,270,1084,2526,638,206,63,49,251,5,1013,234,736,186,514,0,1,65,35,178,8,57,0,0,9,2334,262,93,7,12,413,7,1655,1942,2369,15490794
2002-12-01,19-39 years,7,2483,1655,3245,3180,173,199,158,293,5,4,535,0,511,220,159,216,20,279,1039,2496,680,234,58,58,288,5,999,243,754,175,651,0,0,71,36,209,11,50,0,0,9,2333,265,131,8,22,442,7,1625,2532,3072,15490794
2003-01-01,19-39 years,4,2475,1762,3299,3244,115,203,180,329,4,4,529,0,512,231,165,285,21,276,1234,2734,685,237,66,52,281,5,1048,227,806,204,617,4,0,59,41,215,16,79,0,0,8,2190,232,150,12,18,457,8,1448,1681,2080,15806039
2003-02-01,19-39 years,5,2069,1588,2761,2709,144,160,136,242,6,6,561,0,455,209,149,247,22,253,1060,2395,548,160,42,50,246,5,851,195,621,193,546,1,0,51,41,179,11,52,0,0,8,1910,236,121,10,14,363,4,1293,1703,2038,15806039
2003-03-01,19-39 years,5,2345,1805,3123,3046,171,195,154,289,1,8,635,0,504,225,162,247,20,247,1235,2756,664,209,52,53,253,5,1004,230,779,237,664,1,0,60,29,219,17,82,0,0,11,2216,237,126,11,11,391,7,1587,1780,2297,15806039
2003-04-01,19-39 years,9,2369,1611,2966,2908,143,179,150,283,2,8,558,0,470,217,136,191,18,294,1194,2552,651,221,62,50,267,4,994,229,766,190,575,5,1,71,33,208,14,75,0,0,12,2235,253,114,7,13,389,7,1566,1809,2168,15806039
2003-05-01,19-39 years,9,2597,1727,3258,3199,169,196,179,282,0,9,599,0,484,232,168,236,21,266,1169,2666,705,239,57,63,281,5,1075,252,812,252,622,1,3,52,44,217,9,74,0,0,10,2402,251,131,14,7,434,10,1703,1641,2011,15806039
2003-06-01,19-39 years,19,2738,1801,3389,3328,160,209,180,272,5,5,621,0,535,245,180,208,25,249,1213,2781,716,254,44,58,289,9,1200,261,826,251,615,3,0,52,44,231,12,86,0,0,10,2627,298,142,10,17,479,7,1886,1678,2065,15806039
2003-07-01,19-39 years,21,2995,1849,3445,3370,154,205,183,286,11,5,619,0,538,268,194,232,25,259,1157,2758,699,233,51,56,316,5,1186,277,850,263,622,0,3,66,38,237,8,74,0,0,11,2540,334,134,12,19,455,10,1771,1762,2186,15806039
2003-08-01,19-39 years,11,3048,1834,3548,3477,155,227,191,305,7,5,619,0,543,233,182,231,16,252,1269,2841,717,244,64,60,293,7,1140,277,888,275,596,6,2,64,37,248,11,77,0,0,5,2750,316,157,7,18,496,8,1946,1892,2367,15806039
2003-09-01,19-39 years,19,2872,1764,3444,3378,147,213,196,293,4,5,600,0,516,243,172,206,21,264,1213,2749,703,267,59,51,306,6,1123,246,847,270,600,1,0,62,49,214,12,63,0,0,12,2451,289,123,6,15,458,10,1761,1830,2270,15806039
2003-10-01,19-39 years,7,2871,1928,3540,3456,165,254,207,278,7,6,588,1,596,285,204,292,33,327,1242,2922,753,264,52,55,289,5,1190,259,881,279,617,1,0,61,51,264,11,83,0,0,10,2506,283,138,14,16,508,6,1747,1916,2388,15806039
2003-11-01,19-39 years,11,2731,1791,3363,3287,173,227,196,263,2,10,618,0,512,252,185,226,27,282,1195,2747,649,242,36,49,271,2,1013,200,849,244,636,3,1,47,44,240,10,73,0,0,19,2322,267,130,7,17,432,11,1717,2013,2519,15806039
2003-12-01,19-39 years,7,2671,1911,3418,3344,196,234,190,292,4,5,663,0,505,275,199,281,19,295,1285,2942,759,230,45,42,261,9,1011,216,871,260,738,6,1,59,44,273,11,71,0,0,10,2417,233,146,7,18,434,7,1888,2187,2891,15806039
2004-01-01,19-39 years,8,2521,1932,3324,3242,189,255,213,280,3,4,654,1,527,263,189,255,22,274,1302,2999,752,246,50,46,243,10,972,193,882,252,707,1,0,59,52,245,6,71,0,0,10,2389,307,158,7,16,448,6,1759,1579,2043,16130336
2004-02-01,19-39 years,8,2286,1879,3030,2947,177,207,151,292,3,7,626,0,500,266,185,246,23,238,1314,2915,655,179,34,40,292,10,932,184,843,218,687,4,0,67,45,216,6,87,0,0,12,2087,271,158,6,10,410,4,1521,1558,2056,16130336
2004-03-01,19-39 years,6,2292,2037,3257,3172,216,244,183,276,3,4,706,1,539,286,201,279,19,287,1388,3122,760,216,51,39,266,5,1040,206,890,262,775,1,0,53,47,239,12,85,0,0,9,2245,287,158,3,14,462,6,1627,1542,1921,16130336
2004-04-01,19-39 years,12,2488,1990,3295,3229,180,221,158,309,3,4,668,0,592,267,202,275,17,280,1361,3090,700,188,40,37,279,4,1008,200,848,280,792,6,1,57,58,215,8,77,0,0,13,2277,298,125,9,16,463,3,1714,1518,1994,16130336
2004-05-01,19-39 years,15,2582,2109,3529,3444,179,261,196,287,1,6,718,0,631,302,229,286,21,270,1360,3219,773,242,43,46,285,8,1115,215,964,306,770,2,0,66,62,227,9,87,0,0,9,2378,258,133,11,19,447,4,1845,1766,2284,16130336
2004-06-01,19-39 years,21,2787,1972,3588,3507,184,245,201,266,1,5,731,1,561,278,205,256,19,277,1383,3102,752,238,39,49,306,6,993,220,937,330,781,1,0,60,51,245,10,70,0,0,12,2548,306,156,8,18,436,11,1959,1571,2001,16130336
2004-07-01,19-39 years,26,2974,2099,3650,3560,208,272,208,324,2,6,758,0,588,297,231,251,20,259,1410,3209,744,233,45,45,317,6,1199,243,1007,365,765,0,0,53,61,240,4,81,0,0,18,2621,342,142,6,17,446,10,2024,1879,2392,16130336
2004-08-01,19-39 years,16,2937,2138,3770,3674,203,273,234,307,6,6,743,0,653,296,219,296,21,274,1393,3230,700,208,59,67,299,5,1057,197,1043,337,718,1,0,73,60,244,8,93,0,0,9,2657,368,178,12,17,471,16,2043,1855,2344,16130336
2004-09-01,19-39 years,8,2849,2078,3779,3697,212,265,224,281,2,5,770,0,642,267,201,256,21,249,1312,3175,718,255,47,49,309,5,997,193,923,351,712,1,0,64,59,235,13,92,0,0,11,2403,322,167,16,14,446,10,1874,1658,2100,16130336
2004-10-01,19-39 years,6,2777,2128,3677,3599,198,286,230,318,2,4,729,0,680,305,227,264,24,280,1329,3183,704,245,38,49,296,7,1014,201,969,330,743,6,0,71,61,245,11,115,0,0,12,2494,299,154,7,17,462,14,1941,1896,2451,16130336
2004-11-01,19-39 years,6,2567,1976,3520,3414,200,261,217,269,4,7,651,0,599,303,233,287,29,299,1324,3046,679,221,19,48,290,6,897,148,937,336,669,4,0,69,47,249,12,112,0,0,13,2354,244,142,15,20,446,14,1842,1748,2214,16130336
2004-12-01,19-39 years,7,2590,2048,3481,3396,185,248,203,322,3,4,708,0,581,307,213,279,18,301,1342,3127,762,241,32,56,278,6,1030,200,925,326,765,3,0,69,63,223,5,77,0,0,9,2307,290,166,12,15,442,7,1774,2295,2958,16130336
2005-01-01,19-39 years,5,2468,2207,3501,3412,200,259,187,366,1,8,823,1,536,310,226,332,26,290,1424,3333,839,241,42,46,319,4,1070,194,942,282,736,5,0,83,51,261,12,105,0,0,13,2360,308,188,10,20,438,9,1804,1683,2144,16474371
2005-02-01,19-39 years,4,2117,1835,3059,2989,170,220,167,293,1,6,664,0,538,254,188,250,21,289,1215,2811,735,191,58,46,261,7,859,148,833,278,672,5,4,56,53,206,8,83,0,0,6,2046,231,160,12,14,460,9,1539,1518,1911,16474371
2005-03-01,19-39 years,6,2341,2042,3484,3400,219,285,212,312,2,3,740,0,577,318,241,240,18,293,1358,3157,735,207,55,47,292,6,966,170,892,315,742,3,0,69,56,216,7,84,0,0,8,2284,284,171,5,25,408,11,1751,1659,2117,16474371
2005-04-01,19-39 years,8,2265,2083,3324,3243,205,264,201,341,6,7,790,0,611,275,203,279,13,263,1258,3083,740,213,49,53,280,8,934,173,893,300,713,3,1,59,52,240,20,87,0,0,16,2292,255,164,15,31,419,8,1746,1577,2021,16474371
2005-05-01,19-39 years,10,2638,2279,3607,3513,196,256,220,348,7,4,856,0,648,296,239,303,12,319,1340,3344,758,215,40,51,307,9,1048,207,980,311,740,3,0,55,57,214,10,119,0,0,10,2532,293,198,8,18,505,7,1956,1707,2207,16474371
2005-06-01,19-39 years,20,2906,2184,3632,3535,233,260,209,320,7,9,787,0,690,288,217,300,16,290,1354,3278,780,238,24,50,321,7,1031,189,983,370,733,2,0,52,68,263,5,100,0,0,13,2555,319,153,12,20,457,7,1963,1579,2018,16474371
2005-07-01,19-39 years,26,2982,2305,3741,3641,212,287,235,294,5,6,901,0,677,300,227,323,15,300,1373,3386,794,235,31,44,321,9,1083,250,1004,384,681,5,0,52,57,232,7,82,0,0,12,2632,365,194,13,15,549,12,1953,1959,2532,16474371
2005-08-01,19-39 years,23,2988,2261,3843,3749,221,282,244,324,2,4,849,0,659,320,254,281,10,278,1439,3424,774,259,33,50,319,10,1092,211,1052,415,712,3,0,54,70,272,10,114,0,0,6,2548,393,174,11,29,482,10,1937,1678,2225,16474371
2005-09-01,19-39 years,19,2789,2265,3671,3578,205,313,233,312,7,8,846,1,721,273,213,317,20,293,1396,3365,764,241,45,52,295,8,1003,179,931,425,668,5,0,48,61,256,14,92,0,0,17,2462,325,186,10,29,431,11,1877,1775,2357,16474371
2005-10-01,19-39 years,12,2752,2343,3763,3654,235,304,257,308,6,5,902,0,689,319,254,320,21,319,1458,3506,778,235,51,56,295,3,993,194,967,386,689,6,1,59,72,262,10,89,0,0,9,2379,340,166,10,17,428,5,1832,1959,2546,16474371
2005-11-01,19-39 years,7,2538,2325,3719,3610,189,289,238,339,4,6,869,1,687,301,222,312,20,278,1415,3452,778,259,62,50,266,5,972,173,808,354,680,5,0,68,51,231,6,100,0,0,10,2268,316,158,9,16,445,15,1706,1773,2276,16474371
2005-12-01,19-39 years,9,2447,2264,3625,3529,236,268,226,358,1,2,829,0,675,277,227,293,16,258,1420,3399,758,248,45,46,273,3,1046,208,862,309,694,5,1,65,56,236,10,105,0,0,12,2462,358,168,6,12,498,7,1861,2326,3094,16474371
2006-01-01,19-39 years,7,2423,2260,3445,3318,221,269,238,293,1,4,956,0,598,276,213,325,12,300,1315,3315,812,247,46,34,322,7,1001,187,877,356,717,1,1,72,47,226,6,121,0,0,9,2251,312,164,7,15,441,12,1686,1499,1887,16847656
2006-02-01,19-39 years,3,2129,2231,3181,3075,206,285,240,333,0,5,867,0,603,300,236,352,11,262,1263,3220,728,254,35,56,249,6,928,173,769,273,662,0,0,54,56,247,12,98,0,0,2,2009,276,160,12,16,397,5,1508,1452,1868,16847656
2006-03-01,19-39 years,7,2306,2386,3410,3306,216,259,221,347,4,6,964,0,655,301,242,320,12,301,1376,3503,787,227,32,36,292,7,1063,208,871,318,707,2,0,64,50,236,13,115,0,0,12,2315,296,133,13,9,431,11,1764,1520,2002,16847656
2006-04-01,19-39 years,12,2430,2344,3406,3302,213,287,262,343,9,4,954,0,659,276,204,301,17,280,1318,3387,828,288,45,33,265,4,960,178,889,360,689,2,2,66,61,264,7,96,0,0,8,2313,256,167,10,18,474,15,1740,1786,2398,16847656
2006-05-01,19-39 years,7,2808,2422,3640,3521,207,276,241,342,2,8,1039,0,678,312,236,279,16,292,1497,3612,930,283,47,43,358,8,1138,206,1009,370,769,6,1,74,47,242,11,119,0,0,8,2625,302,171,14,20,494,10,1987,1590,2055,16847656
2006-06-01,19-39 years,23,3233,2392,3663,3558,200,295,263,326,3,3,1002,0,697,294,234,304,13,304,1478,3567,824,246,45,43,317,4,1109,196,924,383,699,1,2,46,36,231,6,109,0,0,16,2741,295,154,5,22,471,14,2156,1732,2244,16847656
2006-07-01,19-39 years,17,2950,2166,3705,3596,209,317,304,311,4,4,904,0,586,276,213,307,5,295,1390,3260,889,305,35,54,353,6,1148,203,933,426,702,2,0,73,49,246,4,136,0,0,5,2575,298,157,7,19,451,13,2009,1967,2466,16847656
2006-08-01,19-39 years,8,2835,2308,3680,3581,204,306,279,302,5,1,1015,0,620,299,238,293,14,299,1322,3354,762,275,24,43,328,9,1166,211,852,387,646,4,0,57,42,258,9,107,0,0,9,2483,270,147,4,20,424,13,1972,1645,2143,16847656
2006-09-01,19-39 years,9,2586,2322,3680,3571,243,313,273,327,13,5,1001,0,635,275,215,275,12,265,1374,3391,749,248,22,33,284,8,997,169,821,380,651,4,0,54,48,227,9,106,0,0,12,2189,262,132,7,13,359,11,1725,1878,2459,16847656
2006-10-01,19-39 years,5,2540,2473,3645,3543,223,348,287,324,3,10,1047,0,708,295,222,342,11,288,1376,3530,742,267,39,60,269,6,1066,189,865,379,660,4,0,48,51,228,4,96,0,0,5,2231,245,128,5,14,367,15,1766,1834,2409,16847656
2006-11-01,19-39 years,10,2275,2219,3574,3464,208,333,284,329,2,4,944,1,613,265,198,295,14,298,1283,3232,712,241,41,36,287,5,1006,180,822,379,572,3,1,55,52,237,3,106,0,0,10,2058,234,121,5,9,369,8,1613,1732,2246,16847656
2006-12-01,19-39 years,7,2339,1969,3427,3333,223,320,257,316,2,4,809,0,515,224,185,265,7,295,1289,3002,805,277,30,47,274,5,1025,189,685,362,642,4,1,60,37,235,5,82,0,0,3,2217,231,98,8,24,369,8,1796,2257,3041,16847656
2007-01-01,19-39 years,4,2249,2123,3576,3470,232,318,276,327,1,5,847,0,535,294,239,294,11,301,1373,3206,800,269,33,47,285,6,983,194,739,381,660,4,2,61,34,251,11,125,0,0,14,2072,279,122,7,14,326,11,1609,1461,1903,17250251
2007-02-01,19-39 years,3,1896,1856,3116,2998,190,278,263,329,5,6,721,0,452,252,200,261,14,257,1185,2779,696,223,32,40,222,2,876,142,717,311,560,4,0,44,37,203,2,105,0,0,6,1893,249,123,6,16,308,9,1472,1561,1987,17250251
2007-03-01,19-39 years,6,2038,2150,3365,3237,275,320,291,343,0,11,849,0,552,280,220,278,14,309,1363,3237,816,272,25,33,282,5,1014,172,818,371,600,3,2,56,44,233,4,110,0,0,9,2047,270,144,6,8,363,8,1562,1704,2291,17250251
2007-04-01,19-39 years,5,2033,1868,3308,3206,226,290,256,292,1,8,744,0,471,259,198,252,13,318,1262,2908,786,250,32,34,239,9,1029,189,701,373,675,5,1,54,40,199,6,158,0,0,7,2062,263,149,8,15,345,12,1581,1628,2204,17250251
2007-05-01,19-39 years,15,2207,2224,3649,3507,248,331,321,339,7,5,844,0,607,310,236,295,17,304,1389,3329,877,272,56,36,299,5,1093,193,775,415,717,2,0,56,50,228,6,134,0,0,11,2328,324,138,11,13,382,13,1801,1632,2146,17250251
2007-06-01,19-39 years,11,2560,1992,3287,3199,181,281,253,345,4,5,710,0,596,259,184,252,16,294,1262,2986,781,265,39,47,271,10,1029,183,897,356,607,1,1,65,46,222,9,163,0,0,14,2829,306,190,7,13,379,11,2313,1738,2312,17250251
2007-07-01,19-39 years,12,2586,2137,3794,3676,238,356,320,357,2,4,776,1,614,271,205,266,14,291,1492,3299,782,286,34,44,278,5,1074,193,905,440,653,6,2,60,46,249,6,153,0,0,9,2379,277,126,5,11,378,14,1884,1915,2511,17250251
2007-08-01,19-39 years,19,2714,2114,3745,3617,232,346,324,336,7,7,795,0,602,263,197,278,9,308,1473,3287,872,313,48,47,300,6,1080,195,960,498,607,2,0,71,49,258,6,136,0,0,11,2480,288,144,14,22,339,10,1962,1756,2318,17250251
2007-09-01,19-39 years,12,2604,2035,3541,3421,233,330,290,336,6,8,751,0,542,264,201,282,18,251,1363,3120,820,310,37,48,311,5,1063,196,854,386,619,4,0,61,38,239,12,156,0,0,12,2280,289,143,7,18,380,18,1760,1922,2639,17250251
2007-10-01,19-39 years,4,2390,2167,3659,3533,260,369,328,322,8,4,816,1,602,298,232,296,22,281,1474,3326,763,287,30,51,273,8,1064,227,748,464,634,1,0,38,48,239,5,152,0,0,17,2335,268,146,5,23,380,12,1824,1759,2267,17250251
2007-11-01,19-39 years,6,2160,2099,3528,3417,188,316,291,331,3,3,851,0,558,273,206,265,18,302,1472,3233,770,289,33,54,284,8,939,196,755,406,540,0,1,55,41,233,9,145,0,0,9,2098,241,96,4,17,331,10,1635,1761,2329,17250251
2007-12-01,19-39 years,1,2152,2149,3431,3298,227,330,302,312,2,8,867,0,612,268,218,252,14,285,1490,3324,871,326,29,52,329,4,1038,243,781,433,650,1,1,58,45,229,5,157,0,0,19,2294,236,149,7,12,375,10,1836,2320,3188,17250251
2008-01-01,19-39 years,3,2062,2359,3575,3449,233,333,289,389,2,4,933,0,689,283,216,281,16,320,1563,3598,870,330,30,36,314,4,1029,185,736,444,639,1,0,56,43,232,6,176,0,0,11,2166,245,153,13,21,349,10,1698,1492,1942,17685025
2008-02-01,19-39 years,2,1834,2177,3278,3143,218,326,303,327,5,4,876,0,639,271,210,243,13,300,1428,3312,806,280,29,36,287,4,949,172,732,393,644,3,0,53,42,224,8,172,0,0,6,2010,269,136,5,16,342,10,1552,1527,2045,17685025
2008-03-01,19-39 years,5,1870,2321,3423,3296,216,336,278,374,0,3,995,0,600,268,193,276,8,329,1568,3518,777,262,28,32,263,8,978,193,726,407,679,2,0,62,47,231,5,155,0,0,13,2169,278,133,9,20,322,10,1723,1834,2487,17685025
2008-04-01,19-39 years,12,1899,2272,3382,3251,251,350,297,347,2,6,959,0,643,266,205,259,18,280,1445,3386,799,269,19,30,269,11,935,187,701,430,659,3,1,58,54,233,7,133,0,0,10,1998,244,135,6,19,334,10,1559,1542,2046,17685025
2008-05-01,19-39 years,11,2090,2425,3523,3377,237,333,297,396,6,3,1015,0,658,272,212,256,14,323,1521,3592,815,253,28,30,282,9,1004,190,784,475,685,4,2,58,46,235,7,160,0,0,15,2224,247,146,9,19,375,13,1713,1648,2204,17685025
2008-06-01,19-39 years,12,2158,2278,3373,3241,205,307,281,398,3,3,942,1,601,261,186,244,14,288,1368,3340,796,277,24,44,283,6,1094,193,785,460,644,6,2,64,42,209,12,136,0,0,6,2155,233,133,3,14,321,11,1727,1755,2373,17685025
2008-07-01,19-39 years,9,2497,2551,3789,3659,220,368,339,370,6,8,1109,0,651,285,225,290,18,288,1470,3685,824,320,25,42,313,5,1075,186,917,481,600,0,0,58,43,246,9,152,0,0,10,2148,226,120,4,17,362,7,1684,1754,2281,17685025
2008-08-01,19-39 years,7,2400,2397,3601,3465,216,365,325,379,10,6,1017,0,665,238,186,267,5,308,1320,3411,802,298,18,50,305,2,1090,213,779,477,625,5,1,70,48,239,5,155,0,0,13,2088,237,107,8,17,302,13,1641,1881,2517,17685025
2008-09-01,19-39 years,11,2151,2335,3451,3305,204,375,359,343,7,8,1019,0,643,254,196,241,11,287,1323,3348,778,311,20,38,325,5,1018,196,765,471,545,1,1,63,30,233,11,179,0,0,13,2031,254,103,7,14,306,8,1606,1672,2196,17685025
2008-10-01,19-39 years,4,2040,2307,3518,3368,201,383,361,346,1,4,1047,0,572,234,187,286,13,311,1458,3401,784,338,20,53,262,9,993,176,776,437,602,2,0,54,57,288,13,146,0,0,12,2008,237,110,3,13,322,21,1573,1759,2332,17685025
2008-11-01,19-39 years,4,1764,2286,3266,3142,215,362,331,321,3,5,950,0,670,238,184,292,9,323,1297,3261,704,277,23,29,280,3,899,165,625,397,609,2,1,52,43,248,4,132,0,0,3,1776,192,78,1,12,256,7,1440,1827,2486,17685025
2008-12-01,19-39 years,8,1782,2304,3213,3098,209,359,301,332,2,8,1019,0,687,217,159,273,9,301,1268,3257,779,274,24,40,301,5,870,163,676,373,611,1,1,48,35,209,6,145,0,0,5,2050,198,106,9,8,295,5,1660,2218,2964,17685025
2009-01-01,19-39 years,3,1765,2362,3283,3133,238,347,345,350,2,6,973,0,719,240,197,290,9,298,1281,3315,755,269,34,32,284,7,1013,153,737,396,544,2,1,57,41,256,7,190,0,0,10,1840,179,101,9,15,300,10,1460,1545,2007,18130227
2009-02-01,19-39 years,4,1545,2123,2920,2784,213,304,290,344,2,3,868,0,636,233,178,236,10,298,1092,2899,737,276,32,26,256,2,891,163,614,419,542,6,0,46,45,198,3,147,0,0,10,1614,173,97,10,12,257,8,1291,1432,1848,18130227
2009-03-01,19-39 years,6,1622,2291,3134,2995,249,372,330,341,4,7,910,0,702,253,199,257,8,370,1283,3249,715,270,33,26,264,4,940,178,656,406,540,2,1,52,48,231,6,161,0,0,2,1816,221,108,6,9,271,9,1429,1618,2128,18130227
2009-04-01,19-39 years,9,1739,2213,2983,2843,210,327,302,338,4,5,896,0,701,218,162,257,10,262,1217,3137,761,282,31,29,242,8,1006,215,735,404,571,2,1,53,54,238,5,125,0,0,7,1753,185,95,5,13,278,11,1397,1545,2055,18130227
