"","waic_1","waic_2"
"0",793.174295371073,821.097939438483
"1",870.344183470287,898.214531682031
"2",865.99649324519,894.754775908674
"3",876.472730855788,904.437524846781
"4",867.372503374579,895.411265864315
"5",861.259444278245,891.301718236605
"6",879.507337064298,907.540911691977
"7",864.313810822092,894.073074893391
"8",834.672906989729,864.317162720787
"9",891.53907385639,919.25402159375
