"age_group","date","J12_18","A10_B99_nopneumo","A17","A18","A19","A39","A41","B20_24","B34","B96","B97","B99","C00_D48","D50_89","E00_99","E10_14","E40_46","G00_99_SY","H00_99_SY","I00_99","I60_64","cJ20_J22","K00_99","K35","K80","L00_99","M00_99","N00_99","N39","P00_99","P05_07","Q00_99","S00_T99","U00_99","V00_Y99","Z00_99","ach_noj"
0,"2003-01-01",1869,831,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,60,70,370,2,156,160,39,45,NA,263,373,NA,NA,86,19,196,25,8305,2662,331,106,NA,NA,131,12931
0,"2003-02-01",2043,770,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,61,52,391,4,139,136,52,34,NA,380,353,NA,NA,87,26,218,28,7908,2452,313,128,NA,NA,103,12285
0,"2003-03-01",3036,915,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,76,58,426,2,147,145,56,51,NA,701,384,NA,NA,86,28,194,26,8781,2757,380,106,NA,NA,116,13651
0,"2003-04-01",4323,892,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,82,66,357,5,142,176,49,51,NA,1082,402,NA,NA,105,27,202,31,8675,2602,420,110,NA,NA,129,13409
0,"2003-05-01",4638,919,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,81,78,392,4,150,172,47,61,NA,1083,400,NA,NA,93,36,177,22,9621,3073,471,119,NA,NA,121,14167
0,"2003-06-01",4187,932,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,101,54,342,3,136,181,60,71,NA,977,483,NA,NA,94,32,149,26,9865,3071,538,117,NA,NA,122,14498
0,"2003-07-01",3808,1179,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,109,83,390,6,145,253,79,86,NA,906,636,NA,NA,115,49,202,39,11617,3791,719,161,NA,NA,168,17422
0,"2003-08-01",2734,1153,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,130,79,412,7,145,268,106,96,NA,691,699,NA,NA,127,52,223,35,12424,3936,714,167,NA,NA,131,18343
0,"2003-09-01",2666,1233,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,163,84,404,12,149,283,66,87,NA,570,659,NA,NA,129,40,260,51,12300,3748,723,164,NA,NA,133,18280
0,"2003-10-01",2546,1103,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,139,100,419,4,155,260,89,84,NA,546,662,NA,NA,121,44,262,43,12636,3829,762,181,NA,NA,183,18633
0,"2003-11-01",2342,1073,NA,NA,NA,NA,291,NA,NA,NA,NA,NA,105,94,366,15,135,242,80,80,NA,475,587,NA,NA,119,48,231,59,12158,3787,613,179,NA,NA,145,17560
0,"2003-12-01",2152,1216,NA,NA,NA,NA,331,NA,NA,NA,NA,NA,109,104,406,7,143,233,75,84,NA,364,544,NA,NA,117,35,271,48,12698,4168,719,138,NA,NA,161,18475
0,"2004-01-01",2090,1211,NA,NA,NA,NA,339,NA,NA,NA,NA,NA,104,90,420,7,145,226,92,81,NA,401,597,NA,NA,109,40,232,47,13332,4233,698,134,NA,NA,146,19244
0,"2004-02-01",2359,1244,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,100,87,436,9,139,260,70,78,NA,460,611,NA,NA,117,41,235,52,12927,4100,766,135,NA,NA,177,19308
0,"2004-03-01",3528,1425,NA,NA,NA,NA,411,NA,NA,NA,NA,NA,141,84,519,9,187,252,109,88,NA,1076,723,NA,NA,129,41,277,66,14789,4493,869,153,NA,NA,182,21848
0,"2004-04-01",4643,1313,NA,NA,NA,NA,402,NA,NA,NA,NA,NA,131,101,426,6,128,256,98,77,NA,1440,580,NA,NA,145,40,242,55,14011,4242,778,149,NA,NA,157,19980
0,"2004-05-01",5518,1354,NA,NA,NA,NA,426,NA,NA,NA,NA,NA,125,78,379,9,126,257,89,87,NA,1693,616,NA,NA,135,36,207,46,14145,4280,823,160,NA,NA,176,20074
0,"2004-06-01",4906,1353,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,121,77,363,5,137,262,63,80,NA,1544,633,NA,NA,127,44,222,56,13507,4114,760,152,NA,NA,172,19235
0,"2004-07-01",3886,1217,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,124,62,364,8,135,294,76,69,NA,1199,720,NA,NA,139,51,229,40,13451,4116,723,124,NA,NA,151,19176
0,"2004-08-01",2995,1203,NA,NA,NA,NA,371,NA,NA,NA,NA,NA,134,63,379,6,145,275,64,92,NA,857,715,NA,NA,125,34,241,51,13439,4070,723,153,NA,NA,148,19194
0,"2004-09-01",2410,1249,NA,NA,NA,NA,384,NA,NA,NA,NA,NA,124,75,388,4,116,283,59,96,NA,636,676,NA,NA,108,37,292,65,13075,3786,705,145,NA,NA,132,18913
0,"2004-10-01",2240,1164,NA,NA,NA,NA,361,NA,NA,NA,NA,NA,105,71,340,5,103,271,64,93,NA,521,611,NA,NA,113,38,272,54,12956,3892,790,145,NA,NA,151,18521
0,"2004-11-01",1989,1218,NA,NA,NA,NA,399,NA,NA,NA,NA,NA,115,74,342,12,93,272,73,70,NA,475,607,NA,NA,106,28,297,67,13143,4096,739,153,NA,NA,154,18776
0,"2004-12-01",1857,1234,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,116,85,360,5,120,244,58,72,NA,435,591,NA,NA,83,36,259,66,13440,4341,719,156,NA,NA,149,18909
0,"2005-01-01",1726,1300,NA,NA,NA,NA,392,NA,NA,NA,NA,NA,122,96,415,2,133,276,57,69,NA,305,612,NA,NA,120,36,294,67,14113,4604,752,139,NA,NA,160,20050
0,"2005-02-01",1581,1214,NA,NA,NA,NA,334,NA,NA,NA,NA,NA,101,97,380,5,128,259,57,65,NA,331,534,NA,NA,121,34,314,78,13246,4036,621,136,NA,NA,154,18826
0,"2005-03-01",2640,1505,NA,NA,NA,NA,439,NA,NA,NA,NA,NA,105,85,431,8,145,329,76,82,NA,690,633,NA,NA,136,35,331,99,15690,4740,735,189,NA,NA,215,22293
0,"2005-04-01",3853,1429,NA,NA,NA,NA,442,NA,NA,NA,NA,NA,122,87,420,5,152,256,63,75,NA,1340,601,NA,NA,137,51,324,95,15322,4585,748,151,NA,NA,193,21605
0,"2005-05-01",5023,1420,NA,NA,NA,NA,415,NA,NA,NA,NA,NA,111,83,400,4,132,260,82,83,NA,1828,678,NA,NA,133,45,249,58,15582,4602,814,138,NA,NA,164,21889
0,"2005-06-01",4669,1360,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,126,63,376,8,125,301,70,98,NA,1751,711,NA,NA,125,42,252,47,14480,4330,812,170,NA,NA,201,20761
0,"2005-07-01",3738,1339,NA,NA,NA,NA,427,NA,NA,NA,NA,NA,110,80,386,5,150,274,76,85,NA,1303,622,NA,NA,146,29,248,57,14252,4291,716,163,NA,NA,160,20145
0,"2005-08-01",2496,1258,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,128,83,391,7,124,265,80,99,NA,772,758,NA,NA,117,44,288,74,14463,4416,777,162,NA,NA,138,20597
0,"2005-09-01",2071,1210,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,121,67,338,3,112,280,60,79,NA,552,708,NA,NA,124,39,238,56,14004,4038,729,152,NA,NA,152,19633
0,"2005-10-01",2114,1190,NA,NA,NA,NA,370,NA,NA,NA,NA,NA,119,94,382,6,135,237,59,85,NA,544,669,NA,NA,129,36,307,88,14277,4032,783,185,NA,NA,137,20138
0,"2005-11-01",1876,1150,NA,NA,NA,NA,336,NA,NA,NA,NA,NA,97,79,360,5,123,249,67,69,NA,514,678,NA,NA,126,50,285,85,13764,3972,719,191,NA,NA,137,19369
0,"2005-12-01",1689,1139,NA,NA,NA,NA,348,NA,NA,NA,NA,NA,88,71,320,1,100,207,57,88,NA,391,648,NA,NA,133,37,267,77,14061,4219,680,172,NA,NA,140,19444
0,"2006-01-01",1674,1263,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,94,87,346,4,114,234,52,75,NA,340,552,NA,NA,108,26,293,84,14669,4633,711,162,NA,NA,159,20357
0,"2006-02-01",1468,1100,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,89,75,339,3,99,217,46,80,NA,304,560,NA,NA,125,29,265,75,13711,4180,664,131,NA,NA,149,18856
0,"2006-03-01",2125,1279,NA,NA,NA,NA,362,NA,NA,NA,NA,NA,108,85,352,4,114,261,80,102,NA,580,660,NA,NA,138,42,310,85,16215,4712,771,182,NA,NA,173,22207
0,"2006-04-01",3019,1251,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,90,74,386,7,120,220,58,59,NA,1037,605,NA,NA,132,41,251,60,14918,4374,706,156,NA,NA,163,20477
0,"2006-05-01",4343,1303,NA,NA,NA,NA,396,NA,NA,NA,NA,NA,110,83,355,8,93,254,59,86,NA,1612,657,NA,NA,144,48,230,61,15256,4426,845,174,NA,NA,206,21140
0,"2006-06-01",4733,1248,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,93,75,337,9,112,211,66,80,NA,1723,636,NA,NA,134,30,221,56,14280,4199,684,175,NA,NA,153,19690
0,"2006-07-01",4194,1217,NA,NA,NA,NA,362,NA,NA,NA,NA,NA,95,74,339,8,119,234,80,75,NA,1449,629,NA,NA,92,43,239,49,13864,4066,739,156,NA,NA,154,19325
0,"2006-08-01",3072,1157,NA,NA,NA,NA,338,NA,NA,NA,NA,NA,163,71,333,3,96,289,82,73,NA,1032,742,NA,NA,105,41,277,67,14321,4291,785,175,NA,NA,161,20113
0,"2006-09-01",2409,1162,NA,NA,NA,NA,327,NA,NA,NA,NA,NA,113,66,314,10,104,256,106,70,NA,754,585,NA,NA,127,39,272,66,13492,3894,744,177,NA,NA,140,18982
0,"2006-10-01",2190,1234,NA,NA,NA,NA,343,NA,NA,NA,NA,NA,108,85,287,3,99,276,100,83,NA,707,640,NA,NA,131,35,272,75,13886,3913,760,178,NA,NA,151,19538
0,"2006-11-01",2218,1095,NA,NA,NA,NA,302,NA,NA,NA,NA,NA,99,71,306,4,94,233,101,90,NA,618,573,NA,NA,121,31,291,95,13287,3868,707,167,NA,NA,143,18548
0,"2006-12-01",2168,1133,NA,NA,NA,NA,362,NA,NA,NA,NA,NA,92,70,303,2,93,217,127,70,NA,614,534,NA,NA,116,37,333,117,13880,4152,667,169,NA,NA,166,19207
0,"2007-01-01",2298,1148,NA,NA,NA,NA,342,NA,NA,NA,NA,NA,82,75,285,6,85,245,95,81,NA,684,597,NA,NA,115,41,322,120,14488,4358,719,152,NA,NA,161,19938
0,"2007-02-01",2616,1152,NA,NA,NA,NA,338,NA,NA,NA,NA,NA,78,78,270,1,88,188,63,53,NA,1058,541,NA,NA,116,29,267,85,13707,3973,615,126,NA,NA,147,18561
0,"2007-03-01",3694,1324,NA,NA,NA,NA,387,NA,NA,NA,NA,NA,92,83,386,11,101,256,76,105,NA,1569,652,NA,NA,133,44,341,103,16171,4501,867,167,NA,NA,195,22264
0,"2007-04-01",3812,1317,NA,NA,NA,NA,428,NA,NA,NA,NA,NA,87,65,326,4,98,258,57,87,NA,1463,589,NA,NA,109,43,306,91,15376,4230,761,169,NA,NA,180,21110
0,"2007-05-01",3993,1226,NA,NA,NA,NA,388,NA,NA,NA,NA,NA,95,80,305,8,98,253,67,108,NA,1499,615,NA,NA,142,42,276,89,15643,4498,792,182,NA,NA,190,21229
0,"2007-06-01",3431,1190,NA,NA,NA,NA,313,NA,NA,NA,NA,NA,93,53,285,9,100,225,48,93,NA,1395,603,NA,NA,118,35,235,73,14723,4166,753,164,NA,NA,187,19870
0,"2007-07-01",2887,1194,NA,NA,NA,NA,367,NA,NA,NA,NA,NA,117,62,258,6,99,244,57,89,NA,1120,573,NA,NA,125,41,233,88,14602,4152,759,162,NA,NA,161,19727
0,"2007-08-01",2417,1162,NA,NA,NA,NA,331,NA,NA,NA,NA,NA,120,73,314,10,120,267,70,88,NA,950,636,NA,NA,134,33,267,77,14300,4041,824,180,NA,NA,170,19673
0,"2007-09-01",2065,1025,NA,NA,NA,NA,322,NA,NA,NA,NA,NA,97,61,280,5,98,248,57,90,NA,799,562,NA,NA,126,45,281,88,13444,3634,761,181,NA,NA,167,18469
0,"2007-10-01",1964,1135,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,93,80,315,5,109,238,66,88,NA,625,626,NA,NA,122,37,346,108,14047,3956,696,180,NA,NA,169,19371
0,"2007-11-01",1678,1166,NA,NA,NA,NA,345,NA,NA,NA,NA,NA,102,73,277,17,76,239,42,101,NA,466,579,NA,NA,102,32,295,86,12932,3633,625,175,NA,NA,206,18040
0,"2007-12-01",1510,1486,NA,NA,NA,NA,477,NA,NA,NA,NA,NA,97,73,311,30,91,209,45,200,NA,370,577,NA,NA,113,39,342,112,12649,3697,622,259,NA,NA,307,18536
0,"2008-01-01",1462,1850,NA,NA,NA,NA,546,NA,NA,NA,NA,NA,139,86,361,43,101,270,35,278,NA,365,705,NA,NA,163,87,429,138,13326,4068,598,266,NA,NA,446,20557
0,"2008-02-01",1409,1775,NA,NA,NA,NA,580,NA,NA,NA,NA,NA,124,93,339,30,109,233,32,282,NA,383,620,NA,NA,163,58,421,154,13110,3889,598,245,NA,NA,444,19950
0,"2008-03-01",2431,1848,NA,NA,NA,NA,628,NA,NA,NA,NA,NA,108,83,334,30,98,261,29,241,NA,1044,716,NA,NA,174,61,385,131,14403,4191,612,205,NA,NA,493,21342
0,"2008-04-01",4005,2003,NA,NA,NA,NA,651,NA,NA,NA,NA,NA,104,92,377,23,113,257,32,228,NA,1854,711,NA,NA,156,63,405,116,14077,3915,614,193,NA,NA,509,21291
0,"2008-05-01",4499,1984,NA,NA,NA,NA,665,NA,NA,NA,NA,NA,104,84,309,26,95,223,29,215,NA,2030,673,NA,NA,151,52,361,118,14062,3868,670,238,NA,NA,522,20883
0,"2008-06-01",4070,1798,NA,NA,NA,NA,656,NA,NA,NA,NA,NA,104,78,311,26,119,238,29,190,NA,1497,685,NA,NA,178,38,335,124,13641,3776,692,185,NA,NA,425,19911
0,"2008-07-01",3713,1739,NA,NA,NA,NA,621,NA,NA,NA,NA,NA,86,77,332,38,136,249,32,225,NA,1345,708,NA,NA,146,38,351,129,13500,3951,683,214,NA,NA,415,19733
0,"2008-08-01",2579,1652,NA,NA,NA,NA,618,NA,NA,NA,NA,NA,78,78,343,29,102,242,39,202,NA,870,763,NA,NA,126,55,361,142,13798,3829,626,249,NA,NA,366,20032
0,"2008-09-01",2361,1629,NA,NA,NA,NA,650,NA,NA,NA,NA,NA,79,74,307,25,112,240,37,179,NA,701,702,NA,NA,137,43,338,136,13895,3772,626,181,NA,NA,349,19859
0,"2008-10-01",2190,1693,NA,NA,NA,NA,669,NA,NA,NA,NA,NA,88,81,318,32,84,265,38,204,NA,650,690,NA,NA,154,41,379,169,14270,3745,652,220,NA,NA,347,20459
0,"2008-11-01",1847,1528,NA,NA,NA,NA,587,NA,NA,NA,NA,NA,71,78,286,15,99,231,53,173,NA,520,576,NA,NA,137,32,367,164,13670,3835,544,186,NA,NA,313,19206
0,"2008-12-01",1676,1639,NA,NA,NA,NA,613,NA,NA,NA,NA,NA,60,80,313,18,88,225,34,174,NA,403,547,NA,NA,144,31,361,175,14604,4120,598,201,NA,NA,295,20209
0,"2009-01-01",1600,1634,NA,NA,NA,NA,623,NA,NA,NA,NA,NA,63,85,283,23,78,257,25,191,NA,377,527,NA,NA,146,31,423,215,15274,4340,616,176,NA,NA,291,21111
0,"2009-02-01",1670,1606,NA,NA,NA,NA,606,NA,NA,NA,NA,NA,57,74,298,10,77,208,25,176,NA,369,538,NA,NA,171,31,431,222,13990,3809,559,144,NA,NA,290,19630
0,"2009-03-01",2986,1915,NA,NA,NA,NA,703,NA,NA,NA,NA,NA,69,83,345,21,104,269,47,194,NA,1031,714,NA,NA,190,37,467,244,16421,4503,734,225,NA,NA,319,23194
0,"2009-04-01",4897,1759,NA,NA,NA,NA,602,NA,NA,NA,NA,NA,69,108,367,31,107,291,35,206,NA,1909,588,NA,NA,168,34,404,186,15424,4085,645,213,NA,NA,307,21625
0,"2009-05-01",5282,1699,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,79,97,363,20,122,272,37,199,NA,1989,733,NA,NA,153,30,446,205,15072,4230,684,192,NA,NA,283,21321
0,"2009-06-01",3813,1633,NA,NA,NA,NA,564,NA,NA,NA,NA,NA,75,67,314,25,101,264,45,204,NA,1579,739,NA,NA,179,32,372,173,14478,3820,734,219,NA,NA,265,20506
0,"2009-07-01",3226,1596,NA,NA,NA,NA,617,NA,NA,NA,NA,NA,74,68,323,24,113,277,45,224,NA,1318,738,NA,NA,163,43,353,155,14915,4060,748,187,NA,NA,260,20970
0,"2009-08-01",2515,1610,NA,NA,NA,NA,605,NA,NA,NA,NA,NA,77,87,272,21,86,258,36,200,NA,875,734,NA,NA,162,29,356,162,14966,4183,692,223,NA,NA,239,20756
0,"2009-09-01",1939,1609,NA,NA,NA,NA,615,NA,NA,NA,NA,NA,91,67,283,22,73,242,49,215,NA,636,711,NA,NA,178,40,399,197,15169,3770,686,195,NA,NA,278,21111
0,"2009-10-01",1921,1608,NA,NA,NA,NA,596,NA,NA,NA,NA,NA,78,100,321,21,101,236,31,203,NA,581,712,NA,NA,149,36,430,224,14842,3848,744,196,NA,NA,216,20852
0,"2009-11-01",1766,1624,NA,NA,NA,NA,621,NA,NA,NA,NA,NA,87,94,340,22,94,272,38,201,NA,497,622,NA,NA,167,43,461,259,14670,3899,649,186,NA,NA,247,20756
0,"2009-12-01",1572,1586,NA,NA,NA,NA,668,NA,NA,NA,NA,NA,66,92,289,23,73,267,40,170,NA,448,618,NA,NA,180,28,423,220,15275,4158,621,183,NA,NA,286,21121
0,"2010-01-01",1441,1666,NA,NA,NA,NA,677,NA,NA,NA,NA,NA,68,80,328,20,98,218,44,154,NA,388,603,NA,NA,171,28,415,229,15967,4367,622,205,NA,NA,210,21863
0,"2010-02-01",1412,1630,NA,NA,NA,NA,652,NA,NA,NA,NA,NA,58,81,345,20,95,254,38,146,NA,457,602,NA,NA,188,31,426,237,15112,4024,643,175,NA,NA,230,21047
0,"2010-03-01",2349,1858,NA,NA,NA,NA,734,NA,NA,NA,NA,NA,55,95,328,19,98,274,31,202,NA,1007,711,NA,NA,188,31,478,254,17414,4618,776,229,NA,NA,277,24014
0,"2010-04-01",3843,1815,NA,NA,NA,NA,730,NA,NA,NA,NA,NA,64,82,274,20,80,265,37,162,NA,1895,653,NA,NA,178,31,427,232,16610,4313,706,182,NA,NA,236,22584
0,"2010-05-01",4214,1827,NA,NA,NA,NA,695,NA,NA,NA,NA,NA,78,84,305,36,82,249,33,176,NA,1872,717,NA,NA,173,50,341,174,16467,4174,736,199,NA,NA,220,22500
0,"2010-06-01",3624,1806,NA,NA,NA,NA,689,NA,NA,NA,NA,NA,63,71,223,26,79,222,42,167,NA,1574,718,NA,NA,164,35,342,170,15211,3971,726,194,NA,NA,213,20964
0,"2010-07-01",2733,1712,NA,NA,NA,NA,635,NA,NA,NA,NA,NA,64,71,280,23,87,221,42,170,NA,1040,760,NA,NA,191,34,345,183,15598,4156,710,191,NA,NA,242,21449
0,"2010-08-01",2028,1660,NA,NA,NA,NA,653,NA,NA,NA,NA,NA,77,74,308,22,102,237,37,180,NA,743,744,NA,NA,173,34,340,176,15948,4160,787,216,NA,NA,246,21952
0,"2010-09-01",1772,1669,NA,NA,NA,NA,654,NA,NA,NA,NA,NA,58,76,284,20,82,233,46,167,NA,572,721,NA,NA,168,26,395,211,15893,3834,746,197,NA,NA,208,21760
0,"2010-10-01",1718,1631,NA,NA,NA,NA,663,NA,NA,NA,NA,NA,66,74,278,17,82,261,46,146,NA,572,634,NA,NA,166,36,425,221,15888,3908,736,165,NA,NA,221,21660
0,"2010-11-01",1521,1623,NA,NA,NA,NA,570,NA,NA,NA,NA,NA,64,82,244,19,69,214,36,146,NA,493,691,NA,NA,168,23,419,230,15330,3831,648,184,NA,NA,209,20963
0,"2010-12-01",1427,1681,NA,NA,NA,NA,656,NA,NA,NA,NA,NA,62,78,276,20,86,217,37,142,NA,440,600,NA,NA,162,28,413,255,16214,4236,630,207,NA,NA,208,21883
0,"2011-01-01",1318,1843,NA,NA,NA,NA,654,NA,NA,NA,NA,NA,58,72,303,14,82,239,30,172,NA,423,608,NA,NA,177,29,382,231,17135,4442,730,210,NA,NA,222,23166
0,"2011-02-01",1463,1796,NA,NA,NA,NA,726,NA,NA,NA,NA,NA,75,74,294,15,83,244,39,151,NA,468,618,NA,NA,176,33,423,262,16291,4232,732,155,NA,NA,183,22213
0,"2011-03-01",3400,2008,NA,NA,NA,NA,719,NA,NA,NA,NA,NA,60,84,265,13,71,263,53,176,NA,1530,681,NA,NA,221,25,433,264,18295,4516,810,174,NA,NA,240,24698
0,"2011-04-01",5179,2029,NA,NA,NA,NA,745,NA,NA,NA,NA,NA,62,80,297,17,92,239,53,143,NA,2702,655,NA,NA,206,22,374,213,17486,4404,776,199,NA,NA,205,23602
0,"2011-05-01",4803,1906,NA,NA,NA,NA,679,NA,NA,NA,NA,NA,87,78,270,18,84,252,49,179,NA,2553,751,NA,NA,228,25,352,200,17691,4450,829,202,NA,NA,225,23905
0,"2011-06-01",3573,1909,NA,NA,NA,NA,643,NA,NA,NA,NA,NA,83,66,301,27,96,258,63,167,NA,1889,736,NA,NA,196,35,345,193,16701,4102,828,210,NA,NA,218,22822
0,"2011-07-01",2737,1854,NA,NA,NA,NA,641,NA,NA,NA,NA,NA,53,71,270,20,89,237,44,177,NA,1291,734,NA,NA,160,25,381,232,16891,4301,801,215,NA,NA,217,22898
0,"2011-08-01",2080,1873,NA,NA,NA,NA,653,NA,NA,NA,NA,NA,79,75,378,13,124,266,58,178,NA,908,782,NA,NA,176,32,442,246,16889,4180,776,261,NA,NA,185,23276
0,"2011-09-01",1657,1720,NA,NA,NA,NA,591,NA,NA,NA,NA,NA,65,84,306,16,92,227,43,158,NA,702,669,NA,NA,143,28,359,204,16026,3990,743,226,NA,NA,164,21779
0,"2011-10-01",1552,1878,NA,NA,NA,NA,640,NA,NA,NA,NA,NA,52,72,329,10,87,222,33,164,NA,586,674,NA,NA,162,26,398,240,16630,4068,707,200,NA,NA,178,22569
0,"2011-11-01",1502,1844,NA,NA,NA,NA,628,NA,NA,NA,NA,NA,56,83,315,11,86,222,45,157,NA,549,665,NA,NA,191,31,420,247,16211,4077,749,189,NA,NA,156,22238
0,"2011-12-01",1335,1905,NA,NA,NA,NA,689,NA,NA,NA,NA,NA,58,70,259,10,59,232,37,153,NA,469,625,NA,NA,153,21,424,270,16672,4287,789,221,NA,NA,161,22619
0,"2012-01-01",1244,1947,NA,NA,NA,NA,661,NA,NA,NA,NA,NA,57,85,278,13,99,205,41,140,NA,444,694,NA,NA,161,26,401,233,17577,4608,725,231,NA,NA,158,23572
0,"2012-02-01",1268,1925,NA,NA,NA,NA,681,NA,NA,NA,NA,NA,58,84,327,11,99,206,28,148,NA,576,617,NA,NA,162,21,387,239,17105,4275,730,221,NA,NA,199,23030
0,"2012-03-01",2164,2183,NA,NA,NA,NA,756,NA,NA,NA,NA,NA,70,91,336,27,98,245,39,174,NA,1104,765,NA,NA,191,38,485,299,18874,4557,806,216,NA,NA,225,25589
0,"2012-04-01",3468,2196,NA,NA,NA,NA,724,NA,NA,NA,NA,NA,47,106,298,16,94,236,43,161,NA,1934,657,NA,NA,218,29,412,263,18180,4325,719,188,NA,NA,198,24537
0,"2012-05-01",4305,2187,NA,NA,NA,NA,759,NA,NA,NA,NA,NA,52,90,303,20,98,250,58,163,NA,2467,718,NA,NA,219,31,413,235,18621,4592,818,202,NA,NA,189,25108
0,"2012-06-01",3838,2118,NA,NA,NA,NA,699,NA,NA,NA,NA,NA,62,73,282,17,114,258,40,196,NA,2066,729,NA,NA,183,33,351,218,17453,4106,764,208,NA,NA,179,23733
0,"2012-07-01",3073,2089,NA,NA,NA,NA,708,NA,NA,NA,NA,NA,73,70,333,24,122,239,43,182,NA,1660,755,NA,NA,204,36,358,205,17019,4188,729,240,NA,NA,175,23375
0,"2012-08-01",2032,1995,NA,NA,NA,NA,637,NA,NA,NA,NA,NA,79,101,299,23,106,241,37,206,NA,1023,808,NA,NA,186,34,410,242,16828,4346,784,233,NA,NA,204,23255
0,"2012-09-01",1669,1993,NA,NA,NA,NA,640,NA,NA,NA,NA,NA,69,80,299,25,105,219,35,173,NA,812,710,NA,NA,196,30,438,262,16413,3753,767,198,NA,NA,176,22532
0,"2012-10-01",1640,2124,NA,NA,NA,NA,702,NA,NA,NA,NA,NA,69,87,295,17,98,234,46,210,NA,752,729,NA,NA,197,32,449,288,16982,3942,776,225,NA,NA,183,23410
0,"2012-11-01",1410,2036,NA,NA,NA,NA,656,NA,NA,NA,NA,NA,54,92,264,17,67,208,46,154,NA,597,655,NA,NA,183,24,429,269,16572,4070,675,212,NA,NA,186,22535
0,"2012-12-01",1289,2217,NA,NA,NA,NA,681,NA,NA,NA,NA,NA,45,70,284,9,70,210,39,147,NA,517,625,NA,NA,164,21,476,333,17354,4158,708,202,NA,NA,162,23469
0,"2013-01-01",1331,2290,NA,NA,NA,NA,739,NA,NA,NA,NA,NA,52,81,298,19,102,188,36,162,NA,582,656,NA,NA,180,28,445,306,18425,4384,750,177,NA,NA,167,24719
0,"2013-02-01",1400,2132,NA,NA,NA,NA,694,NA,NA,NA,NA,NA,48,81,275,18,103,224,31,132,NA,741,611,NA,NA,204,20,443,295,17117,4032,748,220,NA,NA,162,23179
0,"2013-03-01",2585,2321,NA,NA,NA,NA,788,NA,NA,NA,NA,NA,59,96,309,11,112,242,34,200,NA,1302,685,NA,NA,196,36,455,291,19268,4553,856,224,NA,NA,182,25975
0,"2013-04-01",4061,2396,NA,NA,NA,NA,848,NA,NA,NA,NA,NA,59,74,287,15,96,264,48,192,NA,2236,740,NA,NA,228,32,408,262,18986,4521,907,249,NA,NA,177,25798
0,"2013-05-01",3994,2513,NA,NA,NA,NA,821,NA,NA,NA,NA,NA,66,105,305,23,108,226,36,203,NA,2166,720,NA,NA,207,43,392,253,19281,4395,797,218,NA,NA,173,26006
0,"2013-06-01",3755,2408,NA,NA,NA,NA,761,NA,NA,NA,NA,NA,66,105,287,18,102,239,52,215,NA,2146,773,NA,NA,190,31,408,225,17695,3964,783,235,NA,NA,163,24382
0,"2013-07-01",2994,2378,NA,NA,NA,NA,776,NA,NA,NA,NA,NA,67,89,321,23,131,266,39,216,NA,1629,775,NA,NA,219,26,365,222,18029,4159,798,201,NA,NA,168,24700
0,"2013-08-01",1881,2302,NA,NA,NA,NA,741,NA,NA,NA,NA,NA,77,95,275,22,96,244,39,197,NA,1090,776,NA,NA,204,24,401,258,18106,4276,841,239,NA,NA,165,24677
0,"2013-09-01",1611,2203,NA,NA,NA,NA,670,NA,NA,NA,NA,NA,74,89,267,14,115,269,48,197,NA,787,732,NA,NA,242,17,384,242,17550,3811,796,221,NA,NA,163,23889
0,"2013-10-01",1718,2245,NA,NA,NA,NA,662,NA,NA,NA,NA,NA,72,91,323,16,119,276,43,202,NA,711,739,NA,NA,199,30,453,287,17832,4031,816,237,NA,NA,165,24474
0,"2013-11-01",1421,2190,NA,NA,NA,NA,596,NA,NA,NA,NA,NA,53,93,289,21,96,228,35,163,NA,615,678,NA,NA,178,26,448,290,17294,3882,731,173,NA,NA,225,23526
0,"2013-12-01",1258,2317,NA,NA,NA,NA,742,NA,NA,NA,NA,NA,56,102,244,13,82,199,51,158,NA,495,624,NA,NA,152,29,421,296,17747,4125,734,209,NA,NA,225,24019
1,"2003-01-01",6406,818,NA,NA,NA,6,133,1,1,NA,NA,NA,130,124,1189,NA,452,250,26,47,NA,477,1176,NA,NA,154,24,396,49,982,5,324,258,NA,NA,116,14238
