"","ITS Lower CI","ITS Point Estimate","ITS Upper CI"
"0",0.636994701101465,0.811532434229475,0.955426423423113
"1",0.600056823898167,0.697365919437577,0.803662225368049
"2",0.674367087242555,0.756462709312667,0.861934050477231
"3",0.796357787565308,0.855592362625472,0.903257212526727
"4",0.746796538371044,0.796575616992439,0.867422168241419
"5",0.802609642404985,0.865078378379963,0.961651278379861
"6",0.904417819471958,0.985448115881239,1.04265053116574
"7",0.887593260179039,1.08326597419636,1.15600934510293
"8",0.90351710354935,0.985524670239021,1.07183424232068
"9",0.723877434691221,0.778941678158456,0.836785350040312
