"","waic_1","waic_2"
"0",793.288992459391,821.297875732461
"1",870.380169096825,900.82626290508
"2",865.774755813105,894.044738947408
"3",876.817916793684,905.101481586029
"4",867.277936329647,895.36910956781
"5",860.989582802149,889.576483102939
"6",879.258049314624,907.013638158669
"7",864.130388653955,892.530591809091
"8",834.245072986685,861.75852914441
"9",891.881317836178,921.64985212646
