"","waic_1","waic_2"
"0",4984.0962156371,76984.6112898674
"1",122329.380047712,30922564.0135127
"2",68032.3780514363,10296730.8411761
"3",14143.410464627,568644.913284469
"4",2875.60640693662,14843.3859768617
"5",2835.15085610936,14062.0340252629
"6",8084.68565657632,146859.333338801
"7",7247.57118646277,132499.51392977
"8",11598.2284670635,295189.695442014
"9",13245.4801832926,509083.08216318
