"","waic_1","waic_2"
"0",794.116300403132,847.901783213407
"1",872.127585613173,1088.71763539163
"2",867.383420164538,1002.53224758947
"3",876.878039371185,905.901112718744
"4",867.819141863049,917.583542942375
"5",861.578716326138,889.665686279907
"6",879.320335054258,907.199821680641
"7",863.87864881011,891.767427980825
"8",834.975299951197,892.530487950116
"9",892.146123834371,921.697721897759
