"","waic_1","waic_2"
"0",793.325586466323,821.388478508797
"1",870.48690485137,898.586132616259
"2",865.702505764722,893.859644796928
"3",876.564496487506,903.971699222987
"4",867.234387411818,895.078837863552
"5",861.013039370895,888.684907535882
"6",879.625802397107,911.315118904093
"7",864.069742129825,891.87811487557
"8",834.649718525305,863.122842810477
"9",891.813225688257,919.794919792311
