"","ITS Lower CI","ITS Point Estimate","ITS Upper CI"
"0",0.760255000884732,0.87105319012165,1.00386170365999
"1",0.617436553595665,0.71791606486285,0.827727852879483
"2",0.664869857199533,0.770660695796657,0.872137781356496
"3",0.774400400174569,0.854161011974146,0.902405733490891
"4",0.744357362033185,0.795289145805025,0.86136051777583
"5",0.795363413981116,0.862935283968543,0.963406016244561
"6",0.922996570939097,0.985348440760702,1.0484885952599
"7",0.901121730991804,1.0934341895028,1.15941622765844
"8",0.894586899791474,0.983428995428108,1.07164116176498
"9",0.72505426860751,0.780289026238938,0.839504123761813
