"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"ac_pneumonia_Age1",0.582448845058538,0.843251088534107,1.21041666666667
"ac_pneumonia_Age1_0",0.535969475146611,0.790674603174603,1.19311377245509
"ac_pneumonia_Age1_1",0.566770186335404,0.850815850815851,1.28070175438596
"ac_pneumonia_Age2",0.47629004178273,0.66796875,0.955307262569832
"ac_pneumonia_Age3",0.249977436823105,0.370967741935484,0.560975609756098
"ac_pneumonia_Age4",0.273333333333333,0.427083333333333,0.689075630252101
"ac_pneumonia_Age5",0.624815361890694,0.863265306122449,1.20170454545455
"ac_pneumonia_Age6",0.726743212143798,1.03762376237624,1.47201376800126
"HP_all_raw_Age1",0.370517928286853,0.624161073825503,1.03333333333333
"RP_all_raw_Age1",0.212182214705359,0.379912663755459,0.669230769230769
"VS_SP_all_raw_Age1",0.535762483130904,0.86304347826087,1.36426116838488
