"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"08_1_11",0.950909090909091,1.20091848450057,1.53378064430004
"08_1_12",0.788306451612903,1.1235632183908,1.64285714285714
"08_1_13",0.684326975729379,0.904881101376721,1.18233851185609
"08_1_15",0.833931209115847,1.04150746307011,1.29108134596537
"08_1_17",0.738070539419087,0.915701415701416,1.14391368189191
"08_2_21",0.550994994806776,0.724437513922923,0.93692605264181
"08_2_22",0.799761265293942,1.01476713366149,1.29848109760224
"08_2_23",0.790508623530704,0.982657380854841,1.23495139321097
"08_2_24",0.679421539927442,0.855681402995981,1.07876554583141
"08_2_25",0.883916172805909,1.13965586234494,1.43911066195048
"08_2_26",1.21415270018622,1.41907400079145,1.66675381786874
"08_2_27",0.795361527967258,1.07465437788018,1.43773119605425
"08_2_28",0.980952380952381,1.34640522875817,1.87856262510193
"08_2_29",0.750321898725029,0.874687781762661,1.03111397562692
"08_3_31",0.83900981008201,0.928026284267086,1.03028817879043
"08_3_32",0.866288923292443,0.990412782956059,1.13039513677812
"08_3_33",0.887022397891963,1.01075941448768,1.15430775825118
"08_3_35",0.880600271007798,0.970807438626569,1.07309190023027
"08_4_41",0.806319139127119,0.891140466145653,0.986226507362141
"08_4_42",0.967903290665421,1.07469807663635,1.19259262402813
"08_4_43",0.682030634203992,0.786199036419209,0.907874054688639
"08_5_50",0.988319273199221,1.1781087270992,1.40304007369876
"08_5_51",0.851680799640069,1.04154002026342,1.27227722772277
"08_5_52",0.881131891532042,1.06566275608475,1.28776978417266
"08_5_53",0.891793445121951,1.10542635658915,1.3607195130398
"08_1_AA",0.903929975728808,1.03851121286838,1.19414470872795
"08_2_AA",0.869644348697686,0.99415268296663,1.15203731568839
"08_3_AA",0.876699819566078,0.963886756132733,1.05438306318227
"08_4_AA",0.813000541253349,0.883071684318586,0.964424391577796
"08_5_AA",0.950278740394757,1.10108240223464,1.26190476190476
"08_A_AA",0.897517425097616,0.985145949024633,1.07419291736456
