"","Lower CI","Point Estimate","Upper CI"
"08_1_11",0.879712384533292,1.09989484752892,1.37631578947368
"08_1_12",0.9775,1.23343848580442,1.55792470119522
"08_1_13",0.649303996407723,0.852091926929876,1.1012947448591
"08_1_15",0.697616946160636,0.898999090081893,1.1606546327979
"08_1_17",0.921632124352332,1.1091192517537,1.32869584282311
"08_2_21",0.276527086867383,0.48508353221957,0.874663797740721
"08_2_22",0.752169857114192,0.946829211668391,1.20395327942498
"08_2_23",0.959338754832689,1.09762050030506,1.25453277545328
"08_2_24",0.837018971342006,0.984447246742329,1.14579256360078
"08_2_25",0.71004294521074,0.908452950558214,1.15960912052117
"08_2_26",1.14512440615699,1.37079510703364,1.66327495159511
"08_2_27",1.03829029385574,1.24042553191489,1.48157560355781
"08_2_28",1.24848484848485,1.545,1.92523364485981
"08_2_29",0.61375559901451,0.754134331422623,0.931165964278547
"08_3_31",0.811295182357878,0.918252624449712,1.04425349698454
"08_3_32",0.962717043268703,1.10948687350835,1.277567846101
"08_3_33",0.782316301340061,0.94734990619137,1.14498705054311
"08_3_35",0.925288266080503,1.01294409937888,1.11011653105104
"08_4_41",0.94534115920763,1.0252227880331,1.11077586206897
"08_4_42",0.868119956642178,0.974910398723895,1.09560723514212
"08_4_43",0.857788831110106,0.953925451002577,1.05669759149163
"08_5_50",0.969747139078219,1.21306252489048,1.50049261083744
"08_5_51",0.919910514541387,1.31122448979592,1.88797061524334
"08_5_52",1.07792650664013,1.22800645682002,1.40198111034324
"08_5_53",0.995115143056525,1.14538152610442,1.33022388059702
"08_1_AA",0.796916846457233,0.937765055131467,1.09754092883196
"08_2_AA",0.801007120660792,0.951592539242534,1.11446906895514
"08_3_AA",0.91162129838701,0.994874868164944,1.08956375444401
"08_4_AA",0.969114273975551,1.04090546881917,1.11293783527927
"08_5_AA",0.972700160728266,1.13701099693528,1.33032058688375
"08_A_AA",0.959201748453786,1.04040926565729,1.13304206105646
