"","X2.5..0","X50..0","X97.5..0","X2.5..1","X50..1","X97.5..1","X2.5..2","X50..2","X97.5..2","X2.5..3","X50..3","X97.5..3","X2.5..4","X50..4","X97.5..4","X2.5..5","X50..5","X97.5..5","X2.5..6","X50..6","X97.5..6","X2.5..7","X50..7","X97.5..7","X2.5..8","X50..8","X97.5..8","X2.5..9","X50..9","X97.5..9"
"1",0.89030415664176,0.991233703421442,1.12674287071733,0.953614633104023,1.06170233600627,1.17742311100743,0.975489815851116,1.0485984010768,1.12708394349812,0.939018054705209,1.00741371224772,1.09002467738381,0.995378513886916,1.08674290091372,1.18266620898382,1.02467782113319,1.1383973137725,1.26511595450911,0.945822269863355,1.02779673429984,1.11937183642938,0.940862303472632,1.01866869918699,1.10090181323336,0.938573741102803,1.00317676912727,1.07258178801468,0.920907012459906,1.00410805337943,1.10193280908448
"2",0.885396177264381,0.986573071685981,1.1236708123454,0.958150281150391,1.06722350481335,1.18564895470383,0.986996843601209,1.06094810848619,1.14016003349266,0.945389904531591,1.01408314378357,1.09842729486205,1.00123224426231,1.09238648688351,1.18904334774685,1.03250383214756,1.14733375325583,1.27479856539341,0.939706507124416,1.02412356820548,1.1183918103989,0.939488768249144,1.01854898132264,1.10162079961145,0.939631761983601,1.00484839107355,1.07496640742332,0.922413181765956,1.00611598488804,1.10497489163188
"3",0.877749832168667,0.97959793759273,1.11665121029247,0.959862353396679,1.07056573577487,1.19025645027454,0.993167011438487,1.06765963615279,1.14867178865747,0.947688515394908,1.01728034224331,1.10459707599217,1.00905392996994,1.10295558685307,1.19983337487536,1.03658566474715,1.15154081112266,1.27787099805356,0.935665296865598,1.02171653060566,1.11637613269569,0.939141005941247,1.01850282984067,1.10333404866491,0.941309019863237,1.00828037479357,1.07883541785511,0.922086210295239,1.00583102691278,1.10563450708589
"4",0.861261525683443,0.960943808128234,1.09747600669422,0.954278997857166,1.06460458248139,1.18691386290171,0.997455407786135,1.07324368347551,1.15497125082617,0.949515664934828,1.01868122826985,1.10822624815673,1.01503719858273,1.10892801439422,1.20689290617958,1.04119659824729,1.1567962812213,1.28491094300162,0.924951965954073,1.01285118629585,1.11011168832229,0.932277013184446,1.01203859918799,1.09826108846022,0.93189597392791,0.998600029012412,1.07186372535104,0.914049466243751,0.997329501150167,1.0970625355876
"5",0.833015604147903,0.93003561061735,1.06878091291421,0.936089415131025,1.04559968506692,1.16842533921956,0.991965180388096,1.06831988724728,1.15133772703474,0.94317203607163,1.01273913109008,1.10563795540038,1.01474851241897,1.10899280982497,1.206170718712,1.03829319871052,1.15427064072556,1.28542102624392,0.914309015174076,1.0029886721805,1.10387796746478,0.92336874067,1.00446004746835,1.09012083447636,0.921498796823703,0.988341456089337,1.06082407760162,0.893156843149122,0.973513953831758,1.07031556968555
"6",0.805316900283711,0.898277436259798,1.03769695213433,0.926677543188819,1.03564526664711,1.1593286298643,0.991202923060938,1.0691614539513,1.15255596303745,0.940723667620249,1.00964891970889,1.1045054272822,1.01201156687523,1.10748768472906,1.20354929814045,1.0316682884937,1.15043251394979,1.27925084451866,0.899487171432929,0.990057473354794,1.09086779288868,0.915782794975539,0.996206202163888,1.08443795859368,0.909921619810503,0.976975571605194,1.05094585212798,0.878542304178148,0.958007358241418,1.05195748165784
"7",0.800999167360533,0.893288801889781,1.04043721960019,0.926788394291632,1.03749849061989,1.1647159333362,0.992553583152509,1.07042941787307,1.15692991051818,0.939732865738326,1.00944260073589,1.10799573617376,1.00325052453515,1.09699545465286,1.1949842554552,1.0260051509543,1.14724691746808,1.27682807064564,0.894337559997422,0.983717580397431,1.08714169202862,0.909924195519979,0.990781069942772,1.08138442727363,0.90268429510914,0.970222133279968,1.04577334535951,0.877055306333996,0.956121530958332,1.04941806610202
"8",0.784699313416517,0.879245736317974,1.02635527422661,0.905839665896122,1.01489467038298,1.1395638027467,0.972343843064795,1.05055270962524,1.13516378488613,0.916348640415992,0.98508200777062,1.08146862445494,0.967386533748422,1.05869480781973,1.15432219167852,0.998305467992699,1.11358172717098,1.23825530026844,0.871272754072783,0.958912005053097,1.06353508063351,0.894764778656115,0.977048639508189,1.06682532971848,0.890506740594448,0.958179070438427,1.03526932066048,0.857453654426447,0.934677577784664,1.02943187296138
"9",0.772828029004296,0.864529472789847,1.01467107713798,0.880034401624096,0.988412948539907,1.11122255655856,0.95482747375493,1.03114135842659,1.11410785628011,0.898991962965386,0.965702202779906,1.06318866387454,0.915083098529244,1.00213385275322,1.09173642610737,0.920091248094294,1.02784203083874,1.14568459920201,0.843100411352808,0.92808519982433,1.0326110316178,0.886441470854513,0.969440064064829,1.05958303162163,0.889790121272163,0.957878009104943,1.03343173422183,0.836047456569272,0.912084362146399,1.00515755628999
"10",0.76765437755755,0.859652541676822,1.00940142610894,0.867698040068181,0.972767790766277,1.09586507525713,0.944102984361128,1.02053446197003,1.10271361143289,0.889732223721656,0.956596851524739,1.05541739087773,0.880195354788368,0.963931341552801,1.0503553558388,0.883374593170421,0.988612685952416,1.10050792379762,0.838464451741837,0.926214115337017,1.03122978708928,0.892726560548586,0.977431114430594,1.06899332131181,0.899881659516913,0.969774084653337,1.04795761432868,0.824771201974922,0.899792669195645,0.992340036055105
