"","ITS Lower CI","ITS Point Estimate","ITS Upper CI"
"0",0.739266451135105,0.859774074625904,0.989645684057679
"1",0.626177529974839,0.72236528860613,0.862857716437596
"2",0.68174342912983,0.777968749884456,0.914719987661624
"3",0.744711023865086,0.823745302198083,0.911086035247055
"4",0.677065188243548,0.778027177412435,0.917889712950378
"5",0.778594518623901,0.885263230021265,1.00720241603614
"6",0.853607634485173,0.940277978877232,1.0407597766554
"7",0.887493555768897,0.965911795479754,1.05541264783043
"8",0.909790604593849,0.989027012320288,1.07987763697737
"9",0.65904788769946,0.738693717555943,0.828212106940684
