"","X2.5..gy_A_AA","X50..gy_A_AA","X97.5..gy_A_AA"
"1",0.441176470588235,0.882352941176471,2.14285714285714
"2",0.424242424242424,0.823529411764706,2
"3",0.333333333333333,0.647058823529412,1.57142857142857
"4",0.363636363636364,0.705882352941177,1.71428571428571
"5",0.393939393939394,0.8125,2.16666666666667
"6",0.393939393939394,0.866666666666667,2.16666666666667
"7",0.454545454545455,1,2.5
"8",0.363636363636364,0.75,2
"9",0.285714285714286,0.588235294117647,1.42857142857143
"10",0.352941176470588,0.705882352941177,1.71428571428571
"11",0.411764705882353,0.823529411764706,2
"12",0.542857142857143,1.11764705882353,2.71428571428571
"13",0.5,1,2.42857142857143
