"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI","Lower CI","Point Estimate","Upper CI","Top Control 1","Inclusion Probability of Control 1","Lower CI 1","Point Estimate 1","Upper CI 1","Top Control 2","Inclusion Probability of Control 2","Lower CI 2","Point Estimate 2","Upper CI 2","Top Control 3","Inclusion Probability of Control 3","Lower CI 3","Point Estimate 3","Upper CI 3"
"2",0.76,1.03,1.38,"0.761730752331527","0.835281209750513","0.909381274923224","cJ20_J22","1","1.01","1.22","1.63","Z00_99","0.02","0.95","1.19","1.42","Q00_99","0.02","0.97","1.2","1.61"
"3",0.71,0.93,1.22,"0.949586631348752","1.06257791074545","1.1675972595946","cJ20_J22","1","0.94","1.14","1.37","G00_99_SY","0.04","0.97","1.14","1.4","A10_B99_nopneumo","0.03","0.98","1.16","1.42"
"4",0.94,1.09,1.28,"1.00186669510426","1.09954653422587","1.25341538461538","A41","0.99","1.03","1.19","1.35","K35","0.59","1.02","1.19","1.35","K00_99","0.2","1.01","1.19","1.35"
"5",1.08,1.24,1.41,"1.00914996024562","1.36148844258536","1.57594816085382","C00_D48","0.45","0.98","1.21","1.56","G00_99_SY","0.27","0.95","1.14","1.44","N00_99","0.25","0.96","1.2","1.44"
"6",0.97,1.17,1.41,"1.00500845852426","1.26460767946578","1.53391832602092","Z00_99","0.21","1","1.26","1.58","B20_24","0.2","0.98","1.23","1.55","C00_D48","0.13","0.98","1.23","1.58"
"7",0.72,0.9,1.11,"1.03468928788691","1.20902021772939","1.40885229663097","cJ20_J22","0.74","0.99","1.15","1.45","E00_99","0.53","0.97","1.16","1.43","E10_14","0.39","0.81","1.02","1.26"
"8",0.73,0.9,1.09,"0.982777819418835","1.15853935132683","1.34297357696858","E00_99","0.58","0.95","1.18","1.38","cJ20_J22","0.57","0.86","1.11","1.28","E10_14","0.34","0.82","1","1.18"
"9",0.74,1.01,1.43,"0.774456180758071","0.826065579242658","0.908185067510428","cJ20_J22","1","0.88","1.08","1.82","S00_T99","0.1","0.92","1.31","2.06","P00_99","0.05","0.9","1.24","1.87"
