"","x"
"0",829.857321898297
"1",898.237697773346
"2",894.535347101396
"3",945.623726731721
"4",1103.58152066908
"5",889.950076628971
"6",918.036721510295
"7",977.626628191468
"8",871.691579772647
"9",1049.32012439271
