"","x"
"0",846.200591343735
"1",902.096328161139
"2",1011.81032316036
"3",943.620858602232
"4",1035.63669305115
"5",1020.42524801791
"6",912.784358479707
"7",891.425857248367
"8",862.588625650251
"9",1113.85221530612
