"","X2.5..ec_1_AA","X50..ec_1_AA","X97.5..ec_1_AA","X2.5..ec_2_AA","X50..ec_2_AA","X97.5..ec_2_AA","X2.5..ec_3_AA","X50..ec_3_AA","X97.5..ec_3_AA"
"1",0.755162241887906,0.859060402684564,0.992248062015504,0.663793103448276,0.855555555555556,1.13235294117647,0.79646017699115,0.978260869565217,1.26760563380282
"2",0.723529411764706,0.825503355704698,0.957198443579767,0.646551724137931,0.833333333333333,1.08695652173913,0.752212389380531,0.934065934065934,1.19718309859155
"3",0.732937685459941,0.83728813559322,0.97244094488189,0.615384615384615,0.791208791208791,1.04347826086957,0.743362831858407,0.923076923076923,1.16666666666667
"4",0.733137829912023,0.836120401337793,0.965250965250965,0.623931623931624,0.802197802197802,1.05797101449275,0.761061946902655,0.945054945054945,1.19444444444444
"5",0.754385964912281,0.86,0.988505747126437,0.579831932773109,0.734042553191489,0.971830985915493,0.752212389380531,0.934065934065934,1.18055555555556
"6",0.746312684365782,0.848993288590604,0.98062015503876,0.6,0.765957446808511,0.986301369863014,0.716814159292035,0.89010989010989,1.125
"7",0.738872403560831,0.84406779661017,0.976470588235294,0.613445378151261,0.776595744680851,1.01388888888889,0.752212389380531,0.934065934065934,1.18055555555556
"8",0.70414201183432,0.806779661016949,0.9296875,0.622950819672131,0.8,1.04109589041096,0.707964601769911,0.879120879120879,1.11111111111111
"9",0.711711711711712,0.811643835616438,0.936758893280632,0.585365853658537,0.757894736842105,1,0.63716814159292,0.791208791208791,1.01408450704225
"10",0.742424242424242,0.853658536585366,0.991902834008097,0.552845528455285,0.715789473684211,0.944444444444444,0.566371681415929,0.703296703296703,0.901408450704225
"11",0.715568862275449,0.821305841924399,0.956,0.532258064516129,0.68395618556701,0.88,0.530973451327434,0.659340659340659,0.845070422535211
"12",0.695266272189349,0.802047781569966,0.936254980079681,0.592,0.770833333333333,1,0.517543859649123,0.648351648351648,0.830985915492958
"13",0.675438596491228,0.783050847457627,0.916666666666667,0.528,0.680412371134021,0.88,0.552631578947368,0.684782608695652,0.875
"14",0.699115044247788,0.806122448979592,0.936758893280632,0.56,0.714285714285714,0.921052631578947,0.548672566371681,0.681318681318681,0.873239436619718
"15",0.683284457478006,0.784511784511784,0.91015625,0.576,0.73469387755102,0.947368421052632,0.578947368421053,0.725274725274725,0.929577464788732
"16",0.675466553878188,0.781569965870307,0.916,0.571428571428571,0.73469387755102,0.947368421052632,0.535087719298246,0.67032967032967,0.859154929577465
"17",0.658753709198813,0.773519163763066,0.91358024691358,0.624,0.795918367346939,1.02631578947368,0.552631578947368,0.692307692307692,0.887323943661972
"18",0.609467455621302,0.72027972027972,0.861924686192469,0.616,0.785714285714286,1.01315789473684,0.575221238938053,0.706521739130435,0.902777777777778
"19",0.586102719033233,0.690391459074733,0.818565400843882,0.637096774193548,0.814432989690722,1.05333333333333,0.530973451327434,0.659340659340659,0.845070422535211
"20",0.55688622754491,0.654929577464789,0.781512605042017,0.645669291338583,0.82,1.05128205128205,0.491228070175439,0.608695652173913,0.777777777777778
"21",0.606508875739645,0.721830985915493,0.887445887445887,0.682170542635659,0.871287128712871,1.11392405063291,0.53085700978109,0.652173913043478,0.833333333333333
"22",0.589399727324176,0.697916666666667,0.851694915254237,0.700787401574803,0.881188118811881,1.14102564102564,0.596491228070175,0.747252747252747,0.957746478873239
"23",0.630952380952381,0.746478873239437,0.905982905982906,0.700787401574803,0.89,1.14102564102564,0.578947368421053,0.725274725274725,0.916666666666667
"24",0.673716012084592,0.793594306049822,0.957081545064378,0.666666666666667,0.848484848484849,1.09090909090909,0.548672566371681,0.681318681318681,0.861111111111111
"25",0.708588957055215,0.833935018050541,0.995689655172414,0.700787401574803,0.898989898989899,1.15584415584416,0.526315789473684,0.659340659340659,0.833333333333333
"26",0.707692307692308,0.830324909747292,0.991379310344828,0.692913385826772,0.888888888888889,1.14285714285714,0.601769911504425,0.747252747252747,0.944444444444444
"27",0.692307692307692,0.812274368231047,0.974025974025974,0.68503937007874,0.887755102040816,1.14473684210526,0.56140350877193,0.695652173913043,0.888888888888889
"28",0.679012345679012,0.794223826714801,0.952380952380952,0.714285714285714,0.927835051546392,1.2,0.543859649122807,0.681318681318681,0.861111111111111
"29",0.667692307692308,0.786231884057971,0.939393939393939,0.717741935483871,0.936842105263158,1.21917808219178,0.56140350877193,0.695652173913043,0.889201877934268
"30",0.667701863354037,0.776173285198556,0.914893617021277,0.728,0.947916666666667,1.24657534246575,0.570175438596491,0.714285714285714,0.915492957746479
"31",0.681114551083591,0.794223826714801,0.936170212765957,0.685483870967742,0.885416666666667,1.16438356164384,0.596491228070175,0.747252747252747,0.957746478873239
"32",0.69620253164557,0.817843866171004,0.973451327433628,0.658536585365854,0.861702127659574,1.14084507042254,0.62280701754386,0.78021978021978,1
"33",0.624203821656051,0.734082397003745,0.886877828054299,0.591666666666667,0.771739130434783,1.01428571428571,0.56140350877193,0.703296703296703,0.901408450704225
"34",0.613418530351438,0.730038022813688,0.884792626728111,0.586776859504132,0.771739130434783,1.01428571428571,0.535087719298246,0.67032967032967,0.859154929577465
"35",0.591054313099042,0.706106870229008,0.856481481481482,0.596638655462185,0.788888888888889,1.04411764705882,0.543859649122807,0.681318681318681,0.873239436619718
"36",0.570967741935484,0.67816091954023,0.815668202764977,0.573770491803279,0.760869565217391,1,0.587719298245614,0.736263736263736,0.943661971830986
"37",0.553054662379421,0.653992395437262,0.785388127853881,0.603305785123967,0.802197802197802,1.07352941176471,0.587719298245614,0.736263736263736,0.943661971830986
"38",0.562700964630225,0.665399239543726,0.791855203619909,0.586776859504132,0.771739130434783,1.02898550724638,0.587719298245614,0.736263736263736,0.943661971830986
"39",0.601941747572815,0.707224334600761,0.845454545454545,0.603305785123967,0.793478260869565,1.05797101449275,0.619469026548673,0.769230769230769,0.972222222222222
"40",0.590909090909091,0.697318007662835,0.831050228310502,0.575,0.75,0.985714285714286,0.640350877192982,0.802197802197802,1.01424589201877
"41",0.579288025889968,0.683206106870229,0.817351598173516,0.566666666666667,0.731182795698925,0.957746478873239,0.619469026548673,0.769230769230769,0.972564553990605
"42",0.574193548387097,0.67680608365019,0.81651376146789,0.512605042016807,0.67032967032967,0.884057971014493,0.663716814159292,0.824175824175824,1.04166666666667
"43",0.579804560260586,0.692607003891051,0.839622641509434,0.529411764705882,0.692307692307692,0.91304347826087,0.672566371681416,0.835164835164835,1.07042253521127
"44",0.568181818181818,0.678294573643411,0.825471698113208,0.529411764705882,0.7,0.940298507462687,0.640350877192982,0.802197802197802,1.01388888888889
"45",0.604575163398693,0.717054263565892,0.876777251184834,0.564102564102564,0.75,1.01538461538462,0.684210526315789,0.857142857142857,1.08333333333333
"46",0.583061889250814,0.693798449612403,0.844339622641509,0.593220338983051,0.795454545454545,1.07692307692308,0.640350877192982,0.793478260869565,1.01388888888889
"47",0.590322580645161,0.698473282442748,0.847222222222222,0.591666666666667,0.788888888888889,1.05970149253731,0.675438596491228,0.83695652173913,1.06982100938967
"48",0.621359223300971,0.738461538461539,0.893023255813953,0.593220338983051,0.795454545454545,1.07692307692308,0.631578947368421,0.782608695652174,1.01408450704225
"49",0.635179153094462,0.76171875,0.924170616113744,0.577586206896552,0.770114942528736,1.046875,0.605263157894737,0.75,0.971830985915493
"50",0.644951140065147,0.776470588235294,0.942857142857143,0.568965517241379,0.776470588235294,1.08196721311475,0.56140350877193,0.703296703296703,0.901408450704225
"51",0.648155854731588,0.771317829457364,0.934272300469484,0.551724137931034,0.752941176470588,1.03225806451613,0.535087719298246,0.66304347826087,0.859154929577465
"52",0.651465798045603,0.778210116731518,0.938967136150235,0.552631578947368,0.768292682926829,1.08620689655172,0.508771929824561,0.630434782608696,0.816901408450704
"53",0.645161290322581,0.772200772200772,0.934579439252336,0.530434782608696,0.753086419753086,1.07017543859649,0.5,0.619565217391304,0.802816901408451
"54",0.666666666666667,0.8,0.967441860465116,0.535087719298246,0.753086419753086,1.08928571428571,0.426086956521739,0.532608695652174,0.690140845070423
"55",0.665594855305466,0.790076335877863,0.94954128440367,0.552631578947368,0.79746835443038,1.14545454545455,0.403508771929825,0.505494505494505,0.647887323943662
"56",0.67948717948718,0.806083650190114,0.968036529680365,0.557522123893805,0.807692307692308,1.18867924528302,0.408695652173913,0.516483516483517,0.661971830985915
"57",0.655063291139241,0.784090909090909,0.94954128440367,0.51304347826087,0.746835443037975,1.09259259259259,0.368421052631579,0.461538461538462,0.591549295774648
"58",0.682692307692308,0.809885931558935,0.977064220183486,0.434782608695652,0.632911392405063,0.925925925925926,0.429824561403509,0.538461538461538,0.690140845070423
"59",0.654838709677419,0.777777777777778,0.944186046511628,0.434782608695652,0.625,0.909090909090909,0.434782608695652,0.549450549450549,0.704225352112676
"60",0.615384615384615,0.727272727272727,0.880733944954128,0.434782608695652,0.625,0.892857142857143,0.452173913043478,0.571428571428571,0.732394366197183
"61",0.605095541401274,0.714285714285714,0.863636363636364,0.406779661016949,0.585365853658537,0.827586206896552,0.464912280701754,0.576086956521739,0.746478873239437
"62",0.563291139240506,0.659259259259259,0.798206278026906,0.41025641025641,0.585365853658537,0.827586206896552,0.443478260869565,0.554347826086957,0.71830985915493
"63",0.517460317460318,0.608208955223881,0.737556561085973,0.427350427350427,0.617283950617284,0.892857142857143,0.452173913043478,0.565217391304348,0.732394366197183
"64",0.503164556962025,0.591078066914498,0.716216216216216,0.411764705882353,0.590361445783133,0.844827586206897,0.460869565217391,0.576086956521739,0.746478873239437
"65",0.498432601880878,0.584558823529412,0.706666666666667,0.403361344537815,0.571428571428571,0.813559322033898,0.443478260869565,0.554347826086957,0.71830985915493
"66",0.492211838006231,0.576642335766423,0.699115044247788,0.408333333333333,0.583333333333333,0.816666666666667,0.469565217391304,0.58695652173913,0.76056338028169
