"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"09_1_11",0.530838709677419,0.769547325102881,1.13084112149533
"09_1_12",0.762642740619902,1.16729088639201,1.76415094339623
"09_1_13",0.779354479682796,1.19491922215389,1.74117776405003
"09_1_14",0.589082517517522,0.927327327327327,1.47758279163436
"09_1_15",0.683637619897867,0.845978344643355,1.04351633022267
"09_1_16",0.676917024320458,0.985416666666667,1.42258315087946
"09_1_17",0.291143039468927,0.392699900582304,0.530203884482408
"09_2_21",0.437927279513998,0.610347723543815,0.819146224713625
"09_2_22",0.430985297344744,0.597778129808579,0.815623089217909
"09_2_23",0.416671854634041,0.550044579128636,0.724653808110781
"09_2_24",0.440133290726993,0.558183284063424,0.717443868739206
"09_2_25",0.410960232783705,0.528238374267548,0.685715212264784
"09_2_26",0.347466218852426,0.476238817333926,0.65687250757923
"09_2_27",0.372335030730158,0.475806451612903,0.641165675894588
"09_2_28",0.286630356856986,0.388210673177537,0.526994877347013
"09_2_29",0.583150837988827,0.658590753078942,0.742544957887548
"09_3_31",0.540028793887219,0.659631056278538,0.825489470591124
"09_3_32",0.36598812553011,0.479211496721205,0.614894081763853
"09_3_33",0.408871137918311,0.516382067426658,0.655792981843945
"09_3_35",0.792694922003083,0.97914775808239,1.19448294889497
"09_4_41",0.778024995739057,0.935025989604158,1.1120798321605
"09_4_42",0.756542636270873,0.919199792153806,1.11433070866142
"09_4_43",0.870505690572495,1.01815068493151,1.18411423052967
"09_5_50",0.530761052174115,0.701452768872907,0.913983614377715
"09_5_51",0.59628925315966,0.766372677800713,0.990072612616585
"09_5_52",0.528850233887452,0.76010781671159,1.09817093276283
"09_5_53",0.531626704545455,0.745918367346939,1.03544748156631
"09_1_AA",0.72459147070546,0.86795996011606,1.04024810376839
"09_2_AA",0.493609264962569,0.582109976113025,0.678358008734297
"09_3_AA",0.638449454155309,0.74603309903923,0.912820283207721
"09_4_AA",0.833812895572851,0.955150006712641,1.09156796227479
"09_5_AA",0.611234944511537,0.777472590235593,0.976401029808952
"09_A_AA",0.669169610218856,0.744696198578233,0.82527987191781
