"","X2.5..3","X50..3","X97.5..3","X2.5..4","X50..4","X97.5..4","X2.5..5","X50..5","X97.5..5","X2.5..6","X50..6","X97.5..6","X2.5..7","X50..7","X97.5..7","X2.5..8","X50..8","X97.5..8","X2.5..92","X50..92","X97.5..92"
"1",0.888145315487572,1.00168475419526,1.13069474387863,0.936538635426791,1.04894532049969,1.17288756583467,0.87791313559322,1.00120809423135,1.13411849552617,0.937610297934185,1.04428257602035,1.16512619594527,0.922019850022783,1.02099805234974,1.12871194568955,0.956737907607283,1.05524692532514,1.16285489621297,0.906269173219015,1.07555483905637,1.27500521576699
"2",0.89076132425003,1.00471825289836,1.1333680563265,0.942077795502776,1.05414273995078,1.17810197832632,0.889507154213037,1.01266968325792,1.14770212038304,0.935918074383139,1.04322200392927,1.16507485802788,0.913363471823083,1.01294784080041,1.11916247801305,0.958184791818188,1.05551398054289,1.16444447844087,0.905168172708219,1.07526939588034,1.27101200686106
"3",0.898086124401914,1.01226911150061,1.14120687034504,0.947364078513114,1.06078028747433,1.18541295134361,0.887705988633253,1.00994275384152,1.14246762099523,0.931126082549283,1.03900156353115,1.15848473134905,0.908603218756209,1.00823105754391,1.11527744769908,0.953549939178418,1.05120543293718,1.15860995264692,0.906043906405276,1.07699742268041,1.273449020787
"4",0.912208730706949,1.02817471016446,1.16036620511335,0.960146923783287,1.07616303005352,1.20018365472911,0.885306553911205,1.00873230954532,1.14217524718718,0.926251551510136,1.03382590625722,1.15504421085254,0.910512022256077,1.0097700727246,1.11647626970893,0.952997534048075,1.05023047722343,1.15758053552456,0.910579166104449,1.08263530927835,1.27784573269312
"5",0.927369423587521,1.04474996630274,1.17975646879756,0.956817346563763,1.07427274602847,1.19838895281933,0.891407587991913,1.0150421179302,1.14879128362274,0.925418538050444,1.03440711234269,1.15335104300487,0.909408467403227,1.00681818181818,1.11234407905394,0.950887295686504,1.04721987613307,1.15312753805566,0.921987018421709,1.09246309324734,1.29147306428327
"6",0.986467354070256,1.11037735849057,1.25193739553259,0.966660526800516,1.08474576271186,1.21172939274994,0.881555781264087,1.00450856627592,1.13867120954003,0.92362546506821,1.03037989620097,1.14827187459848,0.905404803375578,1.00457758218729,1.11043645391169,0.939233189911341,1.03544952149885,1.14163428418201,0.988327314766202,1.16847622613253,1.38430734158859
"7",1.02425022661013,1.15585816367804,1.30666057003506,0.98447032723239,1.10568936877076,1.23895555628593,0.878979215995791,1.00360468609192,1.13523615358478,0.922343757097007,1.02855826807923,1.14660556413771,0.918225866910394,1.01817118340193,1.12554235192307,0.948737618998108,1.0471615720524,1.15365471419209,1.06374507838774,1.25865428333183,1.48165137614679
"8",0.976062183017273,1.09933953362987,1.2383891534031,0.972898233471548,1.09026622296173,1.2256254383914,0.863947368421053,0.984998499849985,1.11439239646979,0.92269635126778,1.02849264705882,1.1478431465145,0.921031405893482,1.02117406542056,1.13146643331832,0.945957612532202,1.04602398338581,1.15011997311907,0.97038110806623,1.148514328011,1.35211425456986
"9",0.935073321046348,1.05432731194392,1.18933386318921,0.941178663342553,1.0565131213166,1.18625381186958,0.846654087079015,0.964061096136568,1.09752043884591,0.902678382082111,1.00677615711496,1.1258705561635,0.896796309664273,0.993071761960327,1.09930208878329,0.929519919607953,1.02663551401869,1.1298990891962,0.895514759926272,1.06066587782382,1.24413819550509
"10",0.913116323599809,1.02830188679245,1.1574723742026,0.920388712390207,1.03162966066192,1.15883716904841,0.811489511725745,0.922661870503597,1.04907975460123,0.846151670951157,0.94411933448078,1.05636492648984,0.820654679575841,0.907766282966633,1.0043547566373,0.85708590913229,0.946189237847569,1.03933582173986,0.854040852575488,1.01109241930396,1.18285042439397
