"","Lower CI","Point Estimate","Upper CI"
"3",0.782837337157882,0.88304685268113,0.99605001595848
"4",0.670792187605793,0.758922706371798,0.86134271570972
"5",0.675313553447256,0.772794772794773,0.880839539607312
"6",0.787483436958516,0.883274265462444,0.987477593304782
"7",0.802806394457577,0.89065160028467,0.990575633768636
"8",0.881447152872981,0.974886296223057,1.07822606674694
"92",0.749696942486418,0.886611623530893,1.04512900605994
