"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"92_1",1.17884130982368,1.56,2.07079646017699
"92_2",0.988245931283906,1.26945412311266,1.61686390532544
"92_3",0.996108949416342,1.36533333333333,1.8962962962963
"92_4",0.772825305535586,0.946302816901408,1.15405260332797
"92_5",0.660490037138829,0.842582987551867,1.05316045380875
"92_6",0.708351745470614,0.875,1.07367716008038
"92_7",0.629125552909153,0.786139455782313,0.985633972802552
"92_8",0.65710848711502,0.809917355371901,0.991096408159131
"92_9",0.646171045276691,0.821606254442075,1.02167526638071
"92_10",0.691839369282293,0.824711223518031,0.975832012678288
"92_11",0.422317596566524,0.594921402660218,0.83248730964467
"92_12",1.04667211724806,1.52272727272727,2.27118644067797
"92_13",1.00601028076676,1.22635275921173,1.49443039890651
"92_14",0.651289502361061,0.823988970588235,1.02693338355045
"92_15",0.724137931034483,1.04255319148936,1.56382978723404
