"","Lower CI","Point Estimate","Upper CI"
"92_1",0.687199478083378,0.837209302325581,1.01085383299206
"92_2",0.297008852376481,0.409056886227545,0.568678459937565
"92_3",0.632098765432099,0.806299212598425,1.03859232507132
"92_4",0.710268334657829,0.83495145631068,0.956405693950178
"92_5",0.534900663422725,0.631241499902856,0.725551170774789
"92_6",0.582273883036687,0.713078291814947,0.864150943396226
"92_7",0.480131913721214,0.597801487229227,0.711160686802616
"92_8",0.579140848564815,0.640687091398539,0.705942179820065
"92_9",0.413740035829397,0.537924616100512,0.724543440652541
"92_10",0.484361020891358,0.542511013215859,0.606355283732532
"92_11",0.426343154246101,0.520634920634921,0.632390745501285
"92_12",0.273455463651856,0.364130434782609,0.471830985915493
"92_13",0.46658747985555,0.542927027208707,0.627301504397082
"92_14",0.620415224913495,0.761197232345297,0.906929691451694
"92_15",0.552631578947368,0.696682464454976,0.890909090909091
