"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"9_1",0.185468586032107,0.387404580152672,0.782273603082852
"9_10",0.192020185355335,0.353823088455772,0.636998577524893
"9_11",0.828225223472632,1.26531456953642,1.96339113680154
"9_12",0.373188817419097,0.634262406526173,1.07244464505377
"9_13",0.188162629337568,0.401215805471125,0.820725388601036
"9_14",0.554984913984154,0.86616244656363,1.33573369817032
"9_15",0.671105404502322,1.17918676774638,2.05772699939868
"9_16",0.398363966633785,0.667857142857143,1.12650602409639
"9_17",0.636482718285412,1.37328767123288,2.92700729927007
"9_19",0.4717395625334,0.753439735828288,1.17008547008547
"9_2",0.722392079989151,1.3929539295393,2.58958412843803
"9_20",0.506127473366957,0.949564134495641,1.75489067894131
"9_21",0.492389563614184,0.880172946263125,1.47978923387802
"9_22",0.37129840546697,0.618987341772152,1.00204918032787
"9_23",0.277965987182457,0.609756097560976,1.34228187919463
"9_24",0.42319534724598,0.723391812865497,1.2080078125
"9_25",0.997425997425997,1.92307692307692,3.89447236180905
"9_26",0.66751161808196,1.25796178343949,2.22535211267606
"9_27",0.379617789019685,0.665956540264167,1.14850490855644
"9_28",0.817551963048499,1.36855670103093,2.2742119362932
"9_29",0.302436125965538,0.663624511082138,1.43795493830124
"9_30",0.332444614754891,0.625397639594127,1.09139821322998
"9_31",0.673809523809524,1.29816513761468,2.63255813953488
"9_32",0.533348985487211,1.07429245283019,2.0245571640683
"9_4",0.60163708792819,1.08760683760684,2.05262708959122
"9_5",0.39984505198629,0.737796373779637,1.31760022422151
"9_7",0.624176466834409,0.991967871485944,1.62198929348448
"9_8",0.590184802808077,0.927769643728648,1.52451992412312
"9_9",0.539606982074107,0.922715251248898,1.56218905472637
