"","Lower CI","Point Estimate","Upper CI"
"09_1_11",0.560479018405909,0.782426778242678,1.0702532621808
"09_1_12",0.446716524110941,0.59289790741915,0.836333565822073
"09_1_13",0.819705216546583,1.17938790560472,1.92334579006144
"09_1_14",0.883295194508009,1.21574803149606,1.68932415558394
"09_1_15",0.598205894632121,0.665982438134337,0.786692238741672
"09_1_16",0.965281522394891,1.22857142857143,1.49686507160969
"09_1_17",0.368028750166378,0.556842216903747,0.837371290127196
"09_2_21",0.657682685151324,0.759595293082591,1.18473921499735
"09_2_22",0.446259678704635,0.703186537773004,0.942429736934493
"09_2_23",0.570687167541312,0.655043310232178,0.750546646947013
"09_2_24",0.507823960880196,0.591569353460553,0.695818224837323
"09_2_25",0.521982849736055,0.725637951704059,0.893886572101682
"09_2_26",0.537946900767826,0.65804585231426,0.810150082680143
"09_2_27",0.582506178209434,0.722298563397876,0.842980026242893
"09_2_28",0.458964342475417,0.636,0.916803953871499
"09_2_29",0.505755546982021,0.559243940852169,0.629278727680134
"09_3_31",0.461297755197177,0.534167269719839,0.6506218288703
"09_3_32",0.391027438309197,0.460205305959205,0.525019011406844
"09_3_33",0.638653539653503,0.742602609593592,0.836833176151187
"09_3_35",0.83471595047632,0.932818177838098,1.02773743061875
"09_4_41",0.646738134698006,0.848486681754149,1.02014145014863
"09_4_42",0.593125328841453,0.701496976306137,0.841181767948399
"09_4_43",0.753182595477864,0.83464345873105,0.927832035387808
"09_5_50",0.681132383048697,0.772580950577542,0.892583679719974
"09_5_51",0.605115486021838,0.718129066291542,0.799694536910123
"09_5_52",0.502560884895481,0.58179317458953,0.675853804673457
"09_5_53",0.365439093484419,0.439919759277833,0.582791321645247
"09_1_AA",0.780592528982396,0.89799950629432,1.00906941430178
"09_2_AA",0.53304051554493,0.579241891291122,0.630231214747093
"09_3_AA",0.711845166793014,0.777314612011153,0.907266527839454
"09_4_AA",0.684523949014497,0.756458748825161,0.847761232714902
"09_5_AA",0.552846919526796,0.666523955941307,0.770012455699229
"09_A_AA",0.714215861396038,0.748611015099132,0.804214686924984
