"","Lower CI","Point Estimate","Upper CI"
"09_1_11",0.537493223436622,0.819521912350598,1.25047494250068
"09_1_12",0.451254826254826,0.561224489795918,0.690546528803545
"09_1_13",0.817714375519384,1.06536764832327,1.35387676651577
"09_1_14",1.20625,1.50634146341463,1.86024096385542
"09_1_15",0.62392995762561,0.726661897614221,0.845037307692956
"09_1_16",0.889505299744424,1.10320699708455,1.36311239193084
"09_1_17",0.287362294741218,0.418021016826581,0.607431982560497
"09_2_21",0.590287645456865,0.726135407905803,0.885512820512821
"09_2_22",0.394613248262215,0.565831172572746,0.792262934395492
"09_2_23",0.449600242469665,0.556309621109661,0.679792407852195
"09_2_24",0.556538049303323,0.650281778334377,0.756655345393427
"09_2_25",0.528236728049727,0.636186186186186,0.763561001982339
"09_2_26",0.477509773361716,0.641346606886819,0.837260666161854
"09_2_27",0.472725493839953,0.680315331215437,0.948662006060933
"09_2_28",0.376267748478702,0.671695835847918,1.22445615431587
"09_2_29",0.708432591451784,0.783781349257862,0.871842843779233
"09_3_31",0.586003731361456,0.659968068420423,0.740755785360346
"09_3_32",0.307692307692308,0.428899796648115,0.605826605826606
"09_3_33",0.512923990713736,0.620159907605982,0.739767478006098
"09_3_35",0.836154001746328,0.981527121962455,1.1983425174469
"09_4_41",0.90826703755959,1.07484296001226,1.27369570127188
"09_4_42",0.401055359317208,0.6237658674189,0.918847676148552
"09_4_43",0.813569063044951,0.900363416111448,0.993984023037934
"09_5_50",0.356858595846177,0.489884134562653,0.648136013647401
"09_5_51",0.679867823812254,0.797500488185901,0.92481884057971
"09_5_52",0.66028624355992,0.882916969381665,1.17360433837461
"09_5_53",0.582624867162593,0.813729128014842,1.15666082879663
"09_1_AA",0.775042880855305,0.88985332291068,1.02200285632146
"09_2_AA",0.651368013861466,0.727825303917154,0.815167374680728
"09_3_AA",0.710753076297462,0.866773844056897,1.02195184962942
"09_4_AA",0.89614942819834,0.995700255193971,1.10272531795686
"09_5_AA",0.697637707768844,0.86400444039746,1.02490596623008
"09_A_AA",0.738367619520301,0.835740930840978,0.926767626531842
