"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"0",0.964570323292578,1.09555970685443,1.24199975991367
"1",0.847010950251144,0.977603477603478,1.1185627904004
"2",0.758438407793203,0.862914864096196,0.980377323123101
"3",0.777974239043581,0.877132508540947,0.978703267653855
"4",0.783127180463051,0.883318826329261,0.995701370519316
"5",0.843137398615117,0.943056019046821,1.06599134286994
"6",0.837495269147146,0.902988238503817,0.987464608936416
"7",0.821802169227469,0.898984063630002,0.970026876021011
"8",0.805033823206409,0.890531948061027,0.977470431495944
"9",0.842546018535774,0.944643045548057,1.05616361181064
