"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"92_1",1.16129032258065,1.54966887417219,2.06167400881057
"92_2",0.995423621573512,1.27537922987165,1.62891207153502
"92_3",0.994126589899902,1.37634408602151,1.91044776119403
"92_4",0.774495677233429,0.950066283694211,1.15406809812661
"92_5",0.660097521332792,0.828615149196633,1.05181373386426
"92_6",0.714978650001611,0.880769230769231,1.08677966101695
"92_7",0.631268085882379,0.782148900169205,0.968582622807335
"92_8",0.651542655912352,0.810311284046693,0.986971698073469
"92_9",0.651813845258502,0.819858156028369,1.03168228469433
"92_10",0.697931425332955,0.823470411233701,0.976615553065589
"92_11",0.420863547630015,0.600732600732601,0.833898305084746
"92_12",1.03076923076923,1.52272727272727,2.35087719298246
"92_13",0.996700006313577,1.23351019268361,1.54581057888241
"92_14",0.66380979937849,0.830669490947007,1.04123112659698
"92_15",0.703349282296651,1.02797202797203,1.51546391752577
