"","Lower CI","Point Estimate","Upper CI"
"92_1",0.822495606326889,0.970954356846473,1.15562706270627
"92_2",0.784074605451937,1.02245088868101,1.33459512166725
"92_3",0.570775636680546,0.707182320441989,0.863406408094435
"92_4",0.725860904794058,0.837227414330218,0.965001856197685
"92_5",0.671836228287841,0.798672566371681,0.943379790940767
"92_6",0.638899960143483,0.750116986429574,0.881253435953821
"92_7",0.548501928211213,0.661538461538462,0.795962078091867
"92_8",0.612868024830528,0.733489873789257,0.862914364640884
"92_9",0.615708285296566,0.84906353286816,1.17899031106578
"92_10",0.496870603324126,0.555480378890392,0.61931493252955
"92_11",0.421955403087479,0.518987341772152,0.634020618556701
"92_12",0.259187620889749,0.324455205811138,0.406060606060606
"92_13",0.804524954091836,0.970088285676637,1.14554536191459
"92_14",0.868270364883775,1.0193291642979,1.19533333333333
"92_15",0.578740157480315,0.720588235294118,0.901840490797546
