"","Lower CI","Point Estimate","Upper CI"
"08_1_11",1.15580110497238,1.38359788359788,1.59700761024348
"08_1_12",1.1045197740113,1.33904109589041,1.59591836734694
"08_1_13",0.834860935461474,1.09214501510574,1.36672967863894
"08_1_15",1.00892253739449,1.21431866439698,1.417516302118
"08_1_17",1.00070323488045,1.16639344262295,1.38155339805825
"08_2_21",0.792590787228857,1.14426460239268,1.46618575293057
"08_2_22",0.7438194309034,0.924137931034483,1.12463281577843
"08_2_23",0.83219613738869,0.974275656647712,1.1806592520952
"08_2_24",0.829900517240557,0.997869620792501,1.20289167301422
"08_2_25",1.07470684611716,1.67628016480283,2.23197492163009
"08_2_26",1.24752130805357,1.45006065507481,1.87160751565762
"08_2_27",1.0552036199095,1.28555678059537,1.55466666666667
"08_2_28",1.20703125,1.44730679156909,1.89570552147239
"08_2_29",0.776762415880495,0.933507695402877,1.07060761054467
"08_3_31",0.692134174299719,0.856908102641891,1.10490621098591
"08_3_32",1.03679232986764,1.36477064220183,1.52106339468303
"08_3_33",0.956315364022996,1.11588397790055,1.27388836329234
"08_3_35",0.93493295027111,1.02294481468309,1.11473003074357
"08_4_41",0.806976889835285,0.917833102991411,1.07240948813983
"08_4_42",0.947922146238822,1.11165946946329,1.28301886792453
"08_4_43",0.903435508835537,1.09601704544749,1.25183535428524
"08_5_50",1.25143796220214,1.49350339939801,1.73561253561254
"08_5_51",1.14668153931958,1.39106901217862,1.55169811320755
"08_5_52",1.19285969898184,1.49975357318876,1.73490404351746
"08_5_53",1.04697051722522,1.22508591065292,1.44918699186992
"08_1_AA",0.981469152241456,1.13769374706851,1.30457708246576
"08_2_AA",0.859903424768584,1.03528945281523,1.1814498731809
"08_3_AA",0.918957646565586,1.00293889987169,1.08925135804496
"08_4_AA",0.78676273757473,0.890013248517188,1.06995965943925
"08_5_AA",1.03273873908318,1.30417700578991,1.48908478708594
"08_A_AA",0.895376053337591,0.994898017909985,1.11265085995779
