"","Lower CI","Point Estimate","Upper CI"
"08_1_11",0.87973086627418,1.1104033970276,1.40970350404313
"08_1_12",0.994910941475827,1.23343848580442,1.53937007874016
"08_1_13",0.664522058823529,0.867947178871549,1.11402157164869
"08_1_15",0.814341644343705,1.00075968599645,1.22657686955426
"08_1_17",0.944260119442601,1.10567210567211,1.29720370003793
"08_2_21",0.410960210279211,0.65209544816523,1.00933450306403
"08_2_22",0.687532067727039,0.873818063253994,1.11203319502075
"08_2_23",1.01052158994507,1.14979628440192,1.31386394968907
"08_2_24",0.666467471573158,0.811785095320624,0.977870563674321
"08_2_25",0.76518001074691,0.946808510638298,1.16866197301724
"08_2_26",1.21269509814152,1.441608040201,1.71867792403294
"08_2_27",0.576086956521739,0.767610269914417,1.04293381037567
"08_2_28",1.23353293413174,1.45754716981132,1.73595505617978
"08_2_29",0.7666253614209,0.893596533461724,1.03490865122447
"08_3_31",0.780828299536808,0.8939291544783,1.01566040830323
"08_3_32",0.96222509702458,1.11014925373134,1.27845719221238
"08_3_33",0.875390412563817,1.00874016731177,1.15911879084052
"08_3_35",0.8893217479726,0.9770423446524,1.08045724196777
"08_4_41",0.796253868177767,0.88696909203552,0.985470335647854
"08_4_42",0.719641380178939,0.827459533922627,0.943949711891042
"08_4_43",0.843204800533393,0.941877425266971,1.05557487653892
"08_5_50",1.07140344706296,1.29013130029648,1.56205128205128
"08_5_51",0.863131163119113,1.152466367713,1.53318419090231
"08_5_52",0.950484536973606,1.11690218388695,1.29627263045793
"08_5_53",1.04773976874135,1.19131161236424,1.35938989513823
"08_1_AA",0.916672928333737,1.04341158428689,1.18724832214765
"08_2_AA",0.84829680413727,0.969357854292061,1.11313192125671
"08_3_AA",0.880551482243605,0.976687463050296,1.07262839258517
"08_4_AA",0.864625411432517,0.937406974271741,1.01124239858787
"08_5_AA",0.919781615003183,1.06483201080534,1.23958637899263
"08_A_AA",0.906829242064019,0.9896354529461,1.08064610602889
