"","Lower CI","Point Estimate","Upper CI"
"0",0.794814177956436,0.94690341103288,1.08950640498225
"1",0.752353555229738,0.82533253584381,0.908102443412756
"2",0.732474881584123,0.795656990663972,0.862909940412296
"3",0.739470056311052,0.811833646624201,0.912186100323898
"4",0.653289652679552,0.753099545313368,0.855850720463072
"5",0.739286778484335,0.836720094742321,0.948913257089076
"6",0.74070612646651,0.833217213738139,0.926110813514614
"7",0.866784859869832,0.955984346636602,1.03190064336119
"8",0.917356867695356,0.996962395960621,1.07683864603815
"9",0.750654788336116,0.830029796197199,0.920409752681587
