"","Lower CI","Point Estimate","Upper CI"
"9_1",0.592105263157895,0.859872611464968,1.23853211009174
"9_10",0.856353591160221,1.25,1.82352941176471
"9_11",0.884408602150538,1.06702702702703,1.300395256917
"9_12",0.570680628272251,0.696485623003195,0.872
"9_13",0.475610525693907,0.861344537815126,1.39479661727704
"9_14",1.02234636871508,1.24489795918367,1.51239669421488
"9_15",0.659918824551357,0.792800473777535,0.989550679205852
"9_16",0.682741116751269,0.876221498371335,1.10699588477366
"9_17",0.44559585492228,0.577181208053691,0.761061946902655
"9_19",0.535211267605634,0.79002079002079,1.12426035502959
"9_2",0.716186252771619,1.00310559006211,1.3862660944206
"9_20",0.85589519650655,1.0261780104712,1.225
"9_21",0.678128502670271,0.857142857142857,1.06948640483384
"9_22",0.494071146245059,0.757575757575758,1.14678899082569
"9_23",0.470899470899471,0.689922480620155,1.02298850574713
"9_24",0.559865092748735,0.726477024070022,0.932649944611488
"9_25",0.529832935560859,0.700315457413249,0.925
"9_26",0.599982164090369,0.777777777777778,1.04781704781705
"9_27",0.817053731242472,1.00584795321637,1.23741007194245
"9_28",0.53356890459364,0.675615212527964,0.91238670694864
"9_29",0.640449438202247,0.960674157303371,1.43697478991597
"9_30",0.657563025210084,0.810880829015544,1.0364238410596
"9_31",0.539571925095758,0.89375,1.33644859813084
"9_32",0.468503937007874,0.657458563535912,0.911877394636015
"9_4",0.607758620689655,0.854545454545454,1.16553202479338
"9_5",0.762162162162162,1.05223880597015,1.47643979057592
"9_7",0.753802523397894,0.921996879875195,1.13435700575816
"9_8",1.32784184514003,1.61847389558233,1.98034398034398
"9_9",0.818994098152647,0.981380065717415,1.17739816031537
