"","Lower CI","Point Estimate","Upper CI"
"9_1",0.521235521235521,0.823170731707317,1.27358490566038
"9_10",0.870786516853933,1.3135593220339,1.98717948717949
"9_11",0.858989158814848,1.1254275940707,1.45575221238938
"9_12",0.394213381555154,0.536945812807882,0.741496598639456
"9_13",0.589080459770115,0.907079646017699,1.37607133139851
"9_14",0.927991886409736,1.18677042801556,1.51239669421488
"9_15",0.492434142617391,0.659011830201809,0.864051094890511
"9_16",0.571095015113894,0.766381766381766,1.05490196078431
"9_17",0.364406779661017,0.507379046293073,0.716666666666667
"9_19",1.01604278074866,1.62393162393162,2.58503401360544
"9_2",0.674321503131524,1,1.44843049327354
"9_20",0.516469038208169,0.706306306306306,0.95609756097561
"9_21",0.433292533659731,0.572815533980582,0.748414376321353
"9_22",0.618811881188119,0.850340136054422,1.20192307692308
"9_23",0.489010989010989,0.717741935483871,1.07228915662651
"9_24",0.59927797833935,0.805825242718447,1.08496732026144
"9_25",0.521096249628921,0.732673267326733,1.01369863013699
"9_26",0.736842105263158,1.17482517482517,1.85294117647059
"9_27",0.568595041322314,0.727272727272727,0.92722371967655
"9_28",0.613821138211382,0.831955922865014,1.12267657992565
"9_29",0.612903225806452,0.971590909090909,1.52678571428571
"9_30",0.536878216123499,0.703370786516854,0.928783382789317
"9_31",0.565217391304348,0.871951219512195,1.34905660377358
"9_32",0.438265497491003,0.639784946236559,0.915384615384615
"9_4",0.54863813229572,0.796610169491525,1.175
"9_5",0.579055441478439,0.841791044776119,1.23684210526316
"9_7",0.459207459207459,0.615625,0.819723329865926
"9_8",1.21936459909228,1.58039215686275,2.015
"9_9",0.777777777777778,0.971800433839479,1.21413332450828
