"","ITS Lower CI","ITS Point Estimate","ITS Upper CI"
"0",0.64546097097149,0.841819798220565,0.988478249704986
"1",0.608159273313409,0.709814123480016,0.837204074868649
"2",0.661151615673794,0.764839859403759,0.869155385898013
"3",0.78713339061747,0.859800264306864,0.906923767907439
"4",0.745180273140899,0.79806217338841,0.856294669404896
"5",0.777221662425071,0.860551628349298,0.937107596186183
"6",0.894236156164088,0.985302763119914,1.04616066130127
"7",0.872665812665046,1.07869991936751,1.15359387976898
"8",0.89565652036732,0.980810778626474,1.07791271379627
"9",0.723649507032701,0.777372623982901,0.84414582771973
