"","waic_1","waic_2"
"0",793.114308419534,820.862188917183
"1",870.174997240715,898.179754421518
"2",866.385084118525,895.627980261819
"3",877.127792210866,908.47534004905
"4",866.929062773966,894.496936109539
"5",861.310374969517,890.791348379874
"6",879.536339355111,907.427667308094
"7",864.065148027008,892.034657637704
"8",834.300526434522,862.29858728657
"9",891.641217279541,919.475230415332
