"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"0",0.744040586089664,0.858043235877106,0.98137201582293
"1",0.633143280703781,0.719886911487704,0.816684643563484
"2",0.670082993953207,0.762827734620814,0.852937029069958
"3",0.717824933786663,0.818726305601351,0.914789147599629
"4",0.698941081169842,0.789419090417042,0.896220508320046
"5",0.716465058868923,0.826709401250247,0.955572314216997
"6",0.851319721155501,0.952280484542391,1.06103003446054
"7",0.879141450433378,0.970586310918712,1.06705956677441
"8",0.905327543802468,0.984812036568495,1.08065319023651
"9",0.641297117665767,0.723940882662733,0.837464288505563
