"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI"
"0",0.734417859738916,0.856319352146632,0.977864416660338
"1",0.609143373087064,0.719829684978216,0.816874007847955
"2",0.661546319064552,0.764366985413173,0.87382652275459
"3",0.737911120612853,0.819516084033371,0.907420125494525
"4",0.669410057908246,0.768700801577299,0.858543213388326
"5",0.731874573945862,0.847645585650048,0.958380469457455
"6",0.853309566474192,0.950694818630279,1.05034409380634
"7",0.875967105850535,0.968458114993607,1.06705797835042
"8",0.90204154285948,0.989038323274546,1.08176989611026
"9",0.673014356177265,0.744604838080084,0.837970754036979
