"","Lower CI","Point Estimate","Upper CI"
"0",0.747830177000413,0.820193617147256,0.978283514892565
"1",0.736051514422212,0.774754685703591,0.813807821925996
"2",0.723061662788104,0.767433385657621,0.81738125076451
"3",0.749442908693696,0.796697349152658,0.846406509145849
"4",0.715949334330467,0.796729538008857,0.91432274519277
"5",0.718849173758171,0.817883419595038,0.89341716022304
"6",0.963587582087056,1.06055018410152,1.18864160479188
"7",0.930815353928449,1.09886101531655,1.18378476400851
"8",0.882212980609307,0.974925808923074,1.09501562633243
"9",0.715526491274655,0.749386866314224,0.788740991318847
