"","Lower CI","Point Estimate","Upper CI"
"0",0.792495400903665,0.934944190939668,1.09385109755807
"1",0.758079808248443,0.824247906426361,0.903058057895913
"2",0.731434404553803,0.796746299196048,0.861053293253802
"3",0.723181871502119,0.819283125959603,0.897202852588516
"4",0.642537345497804,0.750939836855852,0.87397018853837
"5",0.734859517540694,0.839955053822748,0.960334317390164
"6",0.755325923181221,0.83910979054084,0.915865560485578
"7",0.86750911284519,0.953627821095282,1.04900379973759
"8",0.917756003944854,0.990301101132376,1.07205779217267
"9",0.750332732423458,0.844118434350962,0.935399295677663
