"","Lower CI","Point Estimate","Upper CI"
"92_1",0.821052631578947,0.970954356846473,1.15841584158416
"92_2",0.776278409090909,1.02245088868101,1.32810843510627
"92_3",0.573991031390135,0.707182320441989,0.864864864864865
"92_4",0.723905723905724,0.836901518100428,0.958548361181561
"92_5",0.666995145523743,0.795543584720862,0.938203869477332
"92_6",0.642472104802316,0.753289473684211,0.878849771378872
"92_7",0.553091886549342,0.661301859799714,0.784471786168859
"92_8",0.614529605420517,0.726664728118639,0.858335203683079
"92_9",0.623004275436802,0.851251840942563,1.12890625
"92_10",0.494777018883086,0.555856465809072,0.618533400301356
"92_11",0.430436787621827,0.521186440677966,0.630769230769231
"92_12",0.260194174757282,0.326829268292683,0.408536585365854
"92_13",0.805351507266908,0.963003336043834,1.1312825018427
"92_14",0.866173118776199,1.02165242165242,1.19852941176471
"92_15",0.576470588235294,0.717073170731707,0.896341463414634
