"","Time_trend Lower CI","Time_trend Point Estimate","Time_trend Upper CI","Lower CI","Point Estimate","Upper CI","Top Control 1","Inclusion Probability of Control 1","Lower CI 1","Point Estimate 1","Upper CI 1","Top Control 2","Inclusion Probability of Control 2","Lower CI 2","Point Estimate 2","Upper CI 2","Top Control 3","Inclusion Probability of Control 3","Lower CI 3","Point Estimate 3","Upper CI 3"
"0",0.73,0.85,0.99,"0.750278685560815","0.830620015590334","0.979015111245898","cJ20_J22","1","0.72","0.87","1.1","E00_99","1","0.73","0.89","1.09","M00_99","0.5","0.73","0.89","1.12"
"1",0.64,0.73,0.84,"0.722203522664948","0.767943984930936","0.807453519996433","cJ20_J22","1","0.71","0.75","0.83","E40_46","1","0.69","0.75","0.87","K00_99","0.24","0.69","0.76","0.84"
"2",0.66,0.75,0.86,"0.729899907646266","0.766417977202702","0.816976816268481","cJ20_J22","1","0.67","0.73","0.94","E40_46","1","0.67","0.76","0.93","N39","0.47","0.67","0.76","0.9"
"3",0.73,0.82,0.91,"0.710778930411165","0.764458722833007","0.822373592209423","cJ20_J22","1","0.73","0.79","0.87","P00_99","0.77","0.72","0.78","0.95","N39","0.25","0.71","0.78","0.94"
"4",0.68,0.79,0.9,"0.706034883792592","0.780301660829285","0.871808288053465","pandemic","1","0.59","0.73","0.82","E00_99","0.82","0.6","0.74","0.9","Z00_99","0.79","0.62","0.73","0.81"
"5",0.72,0.85,0.97,"0.721331652707677","0.808566303589268","0.893878636725912","pandemic","1","0.54","0.64","0.8","A41","1","0.63","0.78","0.89","I00_99","1","0.62","0.77","0.9"
"6",0.85,0.94,1.04,"0.986801536837916","1.05662713772687","1.12050904607071","pandemic","1","0.69","0.88","1.02","E00_99","1","0.71","0.82","0.93","Q00_99","0.07","0.68","0.81","0.92"
"7",0.87,0.96,1.05,"0.795260881688109","0.882722167195656","0.99806160865044","I00_99","0.69","0.91","1.07","1.24","A41","0.68","0.89","1.03","1.15","L00_99","0.33","0.94","1.12","1.24"
"8",0.91,0.99,1.09,"0.893348848287499","0.999904614753909","1.12734946048165","A41","0.44","0.92","1.05","1.2","I60_64","0.37","0.89","1.04","1.18","K80","0.36","0.92","1.04","1.18"
"9",0.64,0.73,0.83,"0.712953037688576","0.748729949283198","0.785251117052853","cJ20_J22","1","0.7","0.82","0.95","E40_46","1","0.76","0.86","0.97","pandemic","0.03","0.67","0.75","0.89"
